Company_ID,Sector,Revenue_Crore,Credit_Rating,Latent_Distress_Score,Default_Flag,Default_Probability
CMP_002620,Infrastructure_Roads,54.9,B,0.6212,0,0.0874
CMP_002621,FMCG_Distribution,26.08,BBB,0.3087,0,0.0022
CMP_002622,Cement,10.0,A,0.0854,0,0.0002
CMP_002623,FMCG_Distribution,22.43,BB,0.4757,0,0.0164
CMP_002624,Steel_Primary,39.96,BBB,0.3137,0,0.0024
CMP_002625,Agri_Food,131.36,BB,0.474,0,0.0161
CMP_002626,Manufacturing_General,50.27,C,0.7862,0,0.4096
CMP_002627,Real_Estate_Residential,36.05,BBB,0.2432,0,0.001
CMP_002628,IT_Services,26.77,C,0.8878,1,0.7014
CMP_002629,Steel_Primary,92.34,BB,0.4822,0,0.0177
CMP_002630,NBFC,161.85,BBB,0.3924,0,0.0061
CMP_002631,Real_Estate_Residential,127.84,BBB,0.2684,0,0.0014
CMP_002632,Manufacturing_General,88.67,BBB,0.2739,0,0.0015
CMP_002633,Manufacturing_General,16.77,NR,0.5479,0,0.0382
CMP_002634,Real_Estate_Residential,41.21,BB,0.3664,0,0.0045
CMP_002635,Real_Estate_Residential,259.26,AA,0.0515,0,0.0001
CMP_002636,Agri_Food,133.96,BBB,0.3658,0,0.0045
CMP_002637,Infrastructure_Roads,15.96,BB,0.398,0,0.0065
CMP_002638,Chemical,52.22,AA,0.0272,0,0.0001
CMP_002639,Real_Estate_Residential,73.0,AAA,0.1061,0,0.0002
CMP_002640,Steel_Secondary,29.67,BBB,0.2164,0,0.0007
CMP_002641,Manufacturing_General,10.0,BBB,0.311,0,0.0023
CMP_002642,Infrastructure_Roads,59.09,BBB,0.3041,0,0.0021
CMP_002643,NBFC,29.07,A,0.0395,0,0.0001
CMP_002644,Manufacturing_General,29.16,A,0.1666,0,0.0004
CMP_002645,Steel_Primary,41.11,BB,0.5114,0,0.025
CMP_002646,Chemical,49.06,BBB,0.3213,0,0.0026
CMP_002647,IT_Services,54.2,A,0.2252,0,0.0008
CMP_002648,Cement,26.92,BBB,0.2768,0,0.0015
CMP_002649,IT_Services,45.78,BBB,0.3428,0,0.0034
CMP_002650,Textiles_Cotton,13.38,AA,0.0724,0,0.0001
CMP_002651,Steel_Primary,70.02,A,0.1095,0,0.0002
CMP_002652,Steel_Primary,10.0,AA,0.0481,0,0.0001
CMP_002653,Manufacturing_General,43.31,B,0.5477,0,0.0381
CMP_002654,Infrastructure_Roads,113.9,BB,0.5507,0,0.0395
CMP_002655,Cement,23.4,BB,0.374,0,0.0049
CMP_002656,Hospitals_Healthcare,96.85,BB,0.4992,0,0.0217
CMP_002657,FMCG_Distribution,137.63,BB,0.4614,0,0.0139
CMP_002658,Textiles_Cotton,10.0,BBB,0.2938,0,0.0019
CMP_002659,Real_Estate_Residential,48.37,BB,0.5755,0,0.0524
CMP_002660,IT_Services,10.0,AA,0.0825,0,0.0001
CMP_002661,FMCG_Distribution,49.67,BB,0.5228,0,0.0286
CMP_002662,Textiles_Cotton,54.29,BB,0.4826,0,0.0178
CMP_002663,Real_Estate_Residential,10.0,BBB,0.2909,0,0.0018
CMP_002664,NBFC,254.65,BBB,0.438,0,0.0105
CMP_002665,Steel_Secondary,68.64,A,0.1079,0,0.0002
CMP_002666,Manufacturing_General,27.68,BB,0.5702,0,0.0494
CMP_002667,Real_Estate_Residential,176.32,BB,0.5259,1,0.0296
CMP_002668,Real_Estate_Commercial,12.98,B,0.6164,0,0.083
CMP_002669,Steel_Secondary,20.42,BBB,0.3978,0,0.0065
CMP_002670,NBFC,10.0,BB,0.3506,0,0.0037
CMP_002671,Cement,230.63,BBB,0.2687,0,0.0014
CMP_002672,Real_Estate_Residential,71.23,C,0.7475,0,0.3036
CMP_002673,Textiles_Cotton,92.53,BBB,0.3247,0,0.0027
CMP_002674,FMCG_Distribution,69.46,BBB,0.2332,0,0.0009
CMP_002675,Steel_Secondary,86.4,BBB,0.326,0,0.0028
CMP_002676,Steel_Primary,58.12,BB,0.4669,0,0.0148
CMP_002677,Manufacturing_General,67.81,NR,0.3925,0,0.0061
CMP_002678,Manufacturing_General,59.51,AA,0.1155,0,0.0002
CMP_002679,IT_Services,33.55,AA,0.0893,0,0.0002
CMP_002680,Textiles_Cotton,52.6,NR,0.3194,0,0.0026
CMP_002681,Hospitals_Healthcare,67.96,BBB,0.4681,0,0.015
CMP_002682,Manufacturing_General,59.65,BB,0.4459,0,0.0116
CMP_002683,Steel_Primary,16.74,BBB,0.1669,0,0.0004
CMP_002684,Steel_Secondary,18.62,AA,0.0663,0,0.0001
CMP_002685,Manufacturing_General,129.84,BB,0.3913,0,0.006
CMP_002686,Manufacturing_General,42.71,BB,0.5378,0,0.034
CMP_002687,Cement,87.16,BBB,0.3193,0,0.0026
CMP_002688,IT_Services,22.79,BBB,0.3239,0,0.0027
CMP_002689,Cement,16.8,B,0.6241,0,0.0902
CMP_002690,Pharma,27.8,AA,0.0888,0,0.0002
CMP_002691,NBFC,45.69,C,0.7977,0,0.4435
CMP_002692,Manufacturing_General,32.07,A,0.1759,0,0.0005
CMP_002693,IT_Services,153.72,BBB,0.3501,0,0.0037
CMP_002694,Agri_Food,63.03,NR,0.4903,0,0.0195
CMP_002695,IT_Services,239.64,BB,0.515,0,0.0261
CMP_002696,Real_Estate_Residential,75.45,BBB,0.33,0,0.0029
CMP_002697,Steel_Secondary,10.0,BB,0.5419,0,0.0357
CMP_002698,Infrastructure_Roads,127.08,BBB,0.3173,0,0.0025
CMP_002699,Infrastructure_Roads,16.32,A,0.1979,0,0.0006
CMP_002700,Pharma,65.66,NR,0.5927,0,0.0637
CMP_002701,Agri_Food,29.38,BB,0.4334,0,0.01
CMP_002702,Manufacturing_General,303.13,BB,0.4201,0,0.0085
CMP_002703,Manufacturing_General,172.72,BBB,0.2288,0,0.0009
CMP_002704,Infrastructure_Roads,30.16,AA,0.1073,0,0.0002
CMP_002705,Hospitals_Healthcare,49.31,AA,0.0259,0,0.0001
CMP_002706,Manufacturing_General,66.4,BBB,0.3277,0,0.0028
CMP_002707,Textiles_Cotton,108.93,BB,0.4724,0,0.0158
CMP_002708,Manufacturing_General,55.89,BBB,0.3681,0,0.0046
CMP_002709,Steel_Secondary,24.05,B,0.603,0,0.0715
CMP_002710,Infrastructure_Roads,30.75,AA,0.0919,0,0.0002
CMP_002711,IT_Services,54.4,BBB,0.3673,0,0.0045
CMP_002712,Steel_Secondary,146.58,A,0.2492,0,0.0011
CMP_002713,Steel_Primary,76.88,BBB,0.2592,0,0.0012
CMP_002714,Manufacturing_General,29.41,AA,0.1073,0,0.0002
CMP_002715,Steel_Secondary,91.72,NR,0.4853,0,0.0184
CMP_002716,NBFC,40.06,A,0.1987,0,0.0006
CMP_002717,Agri_Food,111.31,D,0.9321,1,0.7999
CMP_002718,Hospitals_Healthcare,412.24,BBB,0.3769,0,0.0051
CMP_002719,Manufacturing_General,40.97,NR,0.2232,0,0.0008
CMP_002720,FMCG_Distribution,103.68,BBB,0.2747,0,0.0015
CMP_002721,Infrastructure_Roads,30.07,NR,0.5038,0,0.0229
CMP_002722,Infrastructure_Roads,49.91,AAA,0.0637,0,0.0001
CMP_002723,IT_Services,55.9,BB,0.5747,0,0.052
CMP_002724,Cement,46.76,C,0.8919,0,0.7115
CMP_002725,Steel_Secondary,391.67,A,0.1657,0,0.0004
CMP_002726,Manufacturing_General,42.72,AA,0.152,0,0.0003
CMP_002727,Textiles_Cotton,87.31,BBB,0.2572,0,0.0012
CMP_002728,Textiles_Cotton,11.66,NR,0.5617,0,0.0448
CMP_002729,IT_Services,77.14,BBB,0.4086,0,0.0074
CMP_002730,Real_Estate_Commercial,136.13,BBB,0.3729,0,0.0048
CMP_002731,IT_Services,35.8,A,0.1853,0,0.0005
CMP_002732,Manufacturing_General,10.0,AAA,0.04,0,0.0001
CMP_002733,Chemical,52.94,B,0.543,0,0.0361
CMP_002734,Chemical,55.35,AA,0.1124,0,0.0002
CMP_002735,Infrastructure_Roads,97.44,BB,0.4019,0,0.0068
CMP_002736,Agri_Food,272.8,C,0.7724,0,0.3703
CMP_002737,Pharma,40.28,A,0.1205,0,0.0002
CMP_002738,Agri_Food,27.52,BB,0.4478,0,0.0118
CMP_002739,Manufacturing_General,21.47,AA,0.0989,0,0.0002
CMP_002740,Steel_Primary,63.97,BBB,0.3164,0,0.0025
CMP_002741,Textiles_Cotton,80.12,A,0.15,0,0.0003
CMP_002742,Textiles_Cotton,35.29,BB,0.5548,0,0.0414
CMP_002743,Manufacturing_General,101.79,BBB,0.2875,0,0.0017
CMP_002744,NBFC,79.23,BBB,0.2527,0,0.0011
CMP_002745,Infrastructure_Roads,56.52,BBB,0.3136,0,0.0024
CMP_002746,Pharma,26.52,A,0.2782,0,0.0016
CMP_002747,Manufacturing_General,37.13,BB,0.5035,0,0.0228
CMP_002748,Hospitals_Healthcare,10.0,BBB,0.2782,0,0.0016
CMP_002749,NBFC,65.93,BB,0.3731,0,0.0049
CMP_002750,Steel_Primary,55.76,A,0.169,0,0.0004
CMP_002751,Real_Estate_Residential,63.48,BB,0.4964,0,0.021
CMP_002752,Textiles_Cotton,81.73,A,0.1606,0,0.0004
CMP_002753,Steel_Secondary,74.34,BBB,0.2001,0,0.0006
CMP_002754,Chemical,49.98,A,0.1375,0,0.0003
CMP_002755,Steel_Secondary,56.77,BB,0.5818,0,0.0563
CMP_002756,IT_Services,17.75,A,0.2517,0,0.0011
CMP_002757,FMCG_Distribution,34.23,C,0.7668,0,0.3547
CMP_002758,Real_Estate_Residential,56.85,C,0.8604,0,0.6282
CMP_002759,Manufacturing_General,30.31,A,0.1211,0,0.0002
CMP_002760,Manufacturing_General,108.65,BB,0.5783,0,0.0541
CMP_002761,Manufacturing_General,32.24,AA,0.1098,0,0.0002
CMP_002762,NBFC,64.91,BBB,0.357,0,0.004
CMP_002763,IT_Services,59.93,BB,0.3599,0,0.0041
CMP_002764,Manufacturing_General,99.19,BB,0.5274,0,0.0302
CMP_002765,Chemical,112.24,BB,0.4795,0,0.0172
CMP_002766,Pharma,95.13,A,0.2226,0,0.0008
CMP_002767,Textiles_Cotton,10.13,BBB,0.3549,0,0.0039
CMP_002768,IT_Services,141.93,AA,0.1026,0,0.0002
CMP_002769,Real_Estate_Residential,185.28,BB,0.4379,0,0.0105
CMP_002770,Manufacturing_General,37.13,BBB,0.3468,0,0.0035
CMP_002771,Textiles_Cotton,65.98,BB,0.4758,0,0.0165
CMP_002772,Hospitals_Healthcare,26.77,A,0.1364,0,0.0003
CMP_002773,IT_Services,11.49,BBB,0.2448,0,0.001
CMP_002774,Pharma,30.24,BBB,0.2114,0,0.0007
CMP_002775,Cement,35.44,AAA,0.0347,0,0.0001
CMP_002776,Manufacturing_General,41.1,BBB,0.3662,0,0.0045
CMP_002777,Manufacturing_General,25.35,B,0.6624,0,0.1358
CMP_002778,IT_Services,30.36,C,0.7882,1,0.4155
CMP_002779,Textiles_Cotton,54.12,BBB,0.3483,0,0.0036
CMP_002780,Manufacturing_General,29.48,BBB,0.2501,0,0.0011
CMP_002781,Hospitals_Healthcare,84.34,AA,0.1038,0,0.0002
CMP_002782,Agri_Food,94.19,B,0.6374,0,0.1042
CMP_002783,Infrastructure_Roads,366.61,AAA,0.0734,0,0.0001
CMP_002784,FMCG_Distribution,134.36,NR,0.2607,0,0.0013
CMP_002785,Textiles_Cotton,66.32,BBB,0.249,0,0.0011
CMP_002786,Agri_Food,33.24,BBB,0.2017,0,0.0006
CMP_002787,Textiles_Cotton,69.06,D,0.9322,1,0.8
CMP_002788,Chemical,70.9,AAA,0.0863,0,0.0002
CMP_002789,Agri_Food,36.21,BBB,0.2697,0,0.0014
CMP_002790,Real_Estate_Residential,102.21,BBB,0.2694,0,0.0014
CMP_002791,Agri_Food,17.84,A,0.2236,0,0.0008
CMP_002792,Pharma,44.9,BBB,0.3641,0,0.0044
CMP_002793,Textiles_Cotton,85.17,BB,0.4738,0,0.0161
CMP_002794,Cement,43.38,BB,0.5279,0,0.0303
CMP_002795,NBFC,46.27,AAA,0.0177,0,0.0001
CMP_002796,Manufacturing_General,48.9,NR,0.6154,0,0.082
CMP_002797,NBFC,27.98,A,0.2874,0,0.0017
CMP_002798,Agri_Food,139.65,A,0.2061,0,0.0007
CMP_002799,Textiles_Cotton,24.18,A,0.0758,0,0.0001
CMP_002800,Infrastructure_Roads,70.42,AA,0.0777,0,0.0001
CMP_002801,FMCG_Distribution,76.01,A,0.2106,0,0.0007
CMP_002802,Chemical,25.56,NR,0.3994,0,0.0066
CMP_002803,Agri_Food,57.89,BBB,0.3763,0,0.005
CMP_002804,Pharma,26.37,A,0.2094,0,0.0007
CMP_002805,Agri_Food,166.14,AA,0.0717,0,0.0001
CMP_002806,Real_Estate_Commercial,21.95,BB,0.4823,0,0.0178
CMP_002807,Manufacturing_General,32.36,B,0.5874,0,0.06
CMP_002808,IT_Services,20.5,A,0.1709,0,0.0004
CMP_002809,Real_Estate_Residential,18.43,AAA,0.0334,0,0.0001
CMP_002810,Textiles_Cotton,194.99,A,0.2387,0,0.001
CMP_002811,NBFC,84.29,AA,0.1846,0,0.0005
CMP_002812,Real_Estate_Residential,61.08,AA,0.0428,0,0.0001
CMP_002813,Manufacturing_General,32.29,BBB,0.1846,0,0.0005
CMP_002814,Pharma,112.85,A,0.1677,0,0.0004
CMP_002815,Infrastructure_Roads,28.24,BBB,0.2089,0,0.0007
CMP_002816,IT_Services,103.02,A,0.1823,0,0.0005
CMP_002817,Manufacturing_General,27.17,NR,0.5399,0,0.0348
CMP_002818,Manufacturing_General,32.6,C,0.9096,1,0.7532
CMP_002819,Steel_Primary,100.15,BBB,0.3121,0,0.0023
CMP_002820,Chemical,108.97,BBB,0.2884,0,0.0018
CMP_002821,Textiles_Cotton,88.06,BBB,0.1813,0,0.0005
CMP_002822,NBFC,23.58,BBB,0.3016,0,0.0021
CMP_002823,Textiles_Cotton,38.19,BB,0.485,0,0.0183
CMP_002824,Steel_Secondary,61.9,BBB,0.3383,0,0.0032
CMP_002825,Hospitals_Healthcare,27.68,B,0.6004,0,0.0695
CMP_002826,Real_Estate_Commercial,163.49,NR,0.3978,0,0.0065
CMP_002827,Manufacturing_General,10.0,BBB,0.2113,0,0.0007
CMP_002828,Cement,29.28,BBB,0.1625,0,0.0004
CMP_002829,Manufacturing_General,36.32,AA,0.0557,0,0.0001
CMP_002830,IT_Services,10.0,A,0.1015,0,0.0002
CMP_002831,Real_Estate_Residential,17.87,BBB,0.3202,0,0.0026
CMP_002832,Manufacturing_General,90.04,A,0.1541,0,0.0004
CMP_002833,Steel_Secondary,55.94,B,0.6123,0,0.0793
CMP_002834,Cement,192.19,A,0.1308,0,0.0003
CMP_002835,Chemical,187.95,BBB,0.106,0,0.0002
CMP_002836,Agri_Food,77.2,BBB,0.3905,0,0.006
CMP_002837,Manufacturing_General,70.15,BB,0.41,0,0.0075
CMP_002838,Infrastructure_Roads,57.56,BBB,0.2753,0,0.0015
CMP_002839,Steel_Primary,10.0,B,0.5482,0,0.0383
CMP_002840,Cement,17.89,BBB,0.3583,0,0.0041
CMP_002841,Real_Estate_Commercial,59.18,BBB,0.3086,0,0.0022
CMP_002842,Chemical,89.37,AA,0.0669,0,0.0001
CMP_002843,Chemical,68.84,BBB,0.2765,0,0.0015
CMP_002844,Pharma,26.74,B,0.7675,1,0.3566
CMP_002845,Steel_Primary,115.58,BB,0.4749,0,0.0163
CMP_002846,Infrastructure_Roads,178.74,B,0.6373,0,0.1041
CMP_002847,Textiles_Cotton,115.63,BBB,0.2435,0,0.001
CMP_002848,Pharma,120.5,A,0.0853,0,0.0002
CMP_002849,Steel_Primary,34.9,AAA,0.0452,0,0.0001
CMP_002850,Real_Estate_Residential,129.12,BBB,0.3195,0,0.0026
CMP_002851,Textiles_Cotton,61.35,BB,0.557,0,0.0424
CMP_002852,Textiles_Cotton,82.21,B,0.4926,0,0.0201
CMP_002853,Chemical,73.14,BBB,0.2325,0,0.0009
CMP_002854,Manufacturing_General,49.54,BBB,0.2652,0,0.0013
CMP_002855,IT_Services,27.44,BBB,0.2998,0,0.002
CMP_002856,Textiles_Cotton,51.13,BBB,0.2913,0,0.0018
CMP_002857,Manufacturing_General,120.23,A,0.1739,0,0.0004
CMP_002858,Manufacturing_General,38.35,A,0.2004,0,0.0006
CMP_002859,Manufacturing_General,111.57,A,0.1348,0,0.0003
CMP_002860,FMCG_Distribution,98.46,AA,0.1374,0,0.0003
CMP_002861,Steel_Secondary,42.98,A,0.2017,0,0.0006
CMP_002862,Chemical,165.84,AAA,0.0404,0,0.0001
CMP_002863,NBFC,41.08,BB,0.5921,0,0.0633
CMP_002864,Cement,182.66,BBB,0.3934,0,0.0062
CMP_002865,NBFC,77.27,NR,0.5619,0,0.0449
CMP_002866,IT_Services,53.91,A,0.0291,0,0.0001
CMP_002867,Real_Estate_Commercial,26.84,BBB,0.3947,0,0.0063
CMP_002868,Steel_Secondary,50.88,BBB,0.3477,0,0.0036
CMP_002869,Steel_Primary,46.39,AAA,0.1102,0,0.0002
CMP_002870,FMCG_Distribution,19.95,B,0.7366,0,0.2768
CMP_002871,Chemical,45.87,AA,0.1631,0,0.0004
CMP_002872,FMCG_Distribution,28.7,NR,0.5554,0,0.0417
CMP_002873,Cement,87.25,C,0.9009,0,0.7332
CMP_002874,Infrastructure_Roads,155.25,BBB,0.4196,1,0.0085
CMP_002875,IT_Services,20.46,BBB,0.313,0,0.0024
CMP_002876,IT_Services,214.83,BB,0.3699,0,0.0047
CMP_002877,Textiles_Cotton,49.26,BBB,0.2816,0,0.0016
CMP_002878,NBFC,25.03,BB,0.5073,0,0.0238
CMP_002879,Textiles_Cotton,100.1,AA,0.103,0,0.0002
CMP_002880,Steel_Secondary,38.2,AA,0.0501,0,0.0001
CMP_002881,FMCG_Distribution,51.14,BBB,0.2021,0,0.0006
CMP_002882,Textiles_Cotton,39.51,BBB,0.2555,0,0.0012
CMP_002883,Manufacturing_General,28.41,C,0.8685,0,0.6506
CMP_002884,Manufacturing_General,97.44,AA,0.1632,0,0.0004
CMP_002885,Chemical,43.42,B,0.7142,0,0.2262
CMP_002886,IT_Services,17.3,A,0.2329,0,0.0009
CMP_002887,Cement,84.85,BBB,0.2952,0,0.0019
CMP_002888,Hospitals_Healthcare,20.81,BBB,0.1955,0,0.0006
CMP_002889,Hospitals_Healthcare,21.7,BBB,0.2727,0,0.0015
CMP_002890,Steel_Secondary,141.75,A,0.1671,0,0.0004
CMP_002891,Real_Estate_Residential,20.97,BBB,0.2702,0,0.0014
CMP_002892,Infrastructure_Roads,10.0,B,0.6538,0,0.1241
CMP_002893,Real_Estate_Residential,89.86,BBB,0.3265,0,0.0028
CMP_002894,Manufacturing_General,42.82,BBB,0.3512,0,0.0037
CMP_002895,FMCG_Distribution,45.87,B,0.6305,0,0.0968
CMP_002896,Pharma,42.45,BB,0.3467,0,0.0035
CMP_002897,Steel_Secondary,65.72,BBB,0.271,0,0.0014
CMP_002898,Cement,29.9,A,0.1822,0,0.0005
CMP_002899,Manufacturing_General,177.84,C,0.8934,1,0.7151
CMP_002900,Manufacturing_General,16.76,BBB,0.2659,0,0.0013
CMP_002901,Infrastructure_Roads,77.94,A,0.2056,0,0.0007
CMP_002902,Manufacturing_General,91.26,A,0.1945,0,0.0006
CMP_002903,Cement,29.73,B,0.6531,0,0.1231
CMP_002904,Pharma,24.07,AA,0.1372,0,0.0003
CMP_002905,Manufacturing_General,123.19,NR,0.3707,0,0.0047
CMP_002906,Agri_Food,24.71,A,0.1512,0,0.0003
CMP_002907,Textiles_Cotton,33.6,B,0.6492,0,0.1182
CMP_002908,Steel_Secondary,111.04,BBB,0.2616,0,0.0013
CMP_002909,Steel_Secondary,56.14,BBB,0.3305,0,0.0029
CMP_002910,Textiles_Cotton,12.97,C,0.7772,1,0.3838
CMP_002911,Manufacturing_General,220.89,BBB,0.3136,0,0.0024
CMP_002912,Real_Estate_Commercial,35.73,BBB,0.294,0,0.0019
CMP_002913,Agri_Food,39.56,AA,0.1086,0,0.0002
CMP_002914,Textiles_Cotton,67.0,AAA,0.0362,0,0.0001
CMP_002915,Real_Estate_Residential,90.02,A,0.163,0,0.0004
CMP_002916,Real_Estate_Commercial,262.14,BB,0.4867,0,0.0187
CMP_002917,Hospitals_Healthcare,14.47,A,0.1901,0,0.0005
CMP_002918,Cement,105.72,A,0.1798,0,0.0005
CMP_002919,Steel_Secondary,98.93,BBB,0.4023,0,0.0069
CMP_002920,Steel_Secondary,48.92,BB,0.4106,0,0.0076
CMP_002921,Real_Estate_Residential,102.5,BB,0.4755,0,0.0164
CMP_002922,Hospitals_Healthcare,115.29,A,0.1013,0,0.0002
CMP_002923,Textiles_Cotton,18.07,AA,0.1149,0,0.0002
CMP_002924,Steel_Primary,221.37,NR,0.3162,0,0.0025
CMP_002925,FMCG_Distribution,15.69,A,0.1661,0,0.0004
CMP_002926,Hospitals_Healthcare,22.02,B,0.624,0,0.0901
CMP_002927,Agri_Food,44.28,B,0.6697,0,0.1463
CMP_002928,Real_Estate_Commercial,254.67,BB,0.4413,0,0.0109
CMP_002929,Cement,42.67,A,0.1502,0,0.0003
CMP_002930,NBFC,53.22,B,0.7505,0,0.3113
CMP_002931,Real_Estate_Residential,171.69,BB,0.4999,0,0.0219
CMP_002932,Manufacturing_General,42.94,BBB,0.2663,0,0.0014
CMP_002933,Pharma,21.27,BBB,0.2849,0,0.0017
CMP_002934,Real_Estate_Residential,39.1,A,0.2623,0,0.0013
CMP_002935,Manufacturing_General,163.47,A,0.1682,0,0.0004
CMP_002936,Infrastructure_Roads,57.78,BBB,0.2586,0,0.0012
CMP_002937,NBFC,255.83,BBB,0.2589,0,0.0012
CMP_002938,Chemical,98.53,BBB,0.2671,0,0.0014
CMP_002939,Manufacturing_General,32.59,BBB,0.2643,0,0.0013
CMP_002940,Textiles_Cotton,56.88,BBB,0.2232,0,0.0008
CMP_002941,NBFC,27.59,BB,0.4013,0,0.0068
CMP_002942,Steel_Secondary,31.98,C,0.7702,0,0.3642
CMP_002943,Real_Estate_Residential,500.0,A,0.2096,0,0.0007
CMP_002944,Real_Estate_Commercial,123.33,BBB,0.2771,0,0.0015
CMP_002945,Manufacturing_General,108.73,A,0.1696,0,0.0004
CMP_002946,IT_Services,33.16,BB,0.5689,0,0.0487
CMP_002947,IT_Services,191.65,BB,0.5707,0,0.0496
CMP_002948,Steel_Primary,131.57,NR,0.4161,0,0.0081
CMP_002949,Chemical,245.99,A,0.1485,0,0.0003
CMP_002950,Hospitals_Healthcare,236.63,NR,0.3463,0,0.0035
CMP_002951,Real_Estate_Residential,16.72,AA,0.1277,0,0.0003
CMP_002952,Real_Estate_Residential,22.47,BBB,0.2877,0,0.0017
CMP_002953,IT_Services,24.46,AA,0.0845,0,0.0002
CMP_002954,Chemical,25.66,C,0.7712,1,0.3668
CMP_002955,Real_Estate_Residential,70.72,BBB,0.2538,0,0.0012
CMP_002956,Real_Estate_Commercial,34.69,BB,0.5024,0,0.0225
CMP_002957,FMCG_Distribution,286.6,B,0.5579,0,0.0429
CMP_002958,Textiles_Cotton,250.57,A,0.2297,0,0.0009
CMP_002959,Hospitals_Healthcare,54.32,AA,0.0786,0,0.0001
CMP_002960,Textiles_Cotton,260.93,B,0.6395,0,0.1066
CMP_002961,Steel_Secondary,179.56,BBB,0.2198,0,0.0008
CMP_002962,Steel_Secondary,38.07,A,0.1794,0,0.0005
CMP_002963,Agri_Food,10.94,BBB,0.2803,0,0.0016
CMP_002964,FMCG_Distribution,45.86,BBB,0.297,0,0.002
CMP_002965,Real_Estate_Residential,32.6,AA,0.1589,0,0.0004
CMP_002966,Real_Estate_Commercial,64.41,A,0.1889,0,0.0005
CMP_002967,Pharma,58.64,AA,0.0682,0,0.0001
CMP_002968,Chemical,57.42,BBB,0.2573,0,0.0012
CMP_002969,IT_Services,83.01,C,0.8557,1,0.615
CMP_002970,Steel_Primary,20.7,NR,0.6058,1,0.0738
CMP_002971,Manufacturing_General,75.88,BB,0.4997,0,0.0218
CMP_002972,Infrastructure_Roads,38.41,A,0.2144,0,0.0007
CMP_002973,Real_Estate_Commercial,64.07,C,0.8566,1,0.6175
CMP_002974,Steel_Primary,117.44,BBB,0.3851,0,0.0056
CMP_002975,Manufacturing_General,20.5,A,0.0825,0,0.0001
CMP_002976,Hospitals_Healthcare,43.6,D,0.96,1,0.8482
CMP_002977,Manufacturing_General,49.66,BB,0.5489,0,0.0387
CMP_002978,Real_Estate_Residential,36.18,BB,0.3863,0,0.0057
CMP_002979,Agri_Food,112.15,BB,0.418,0,0.0083
CMP_002980,Cement,30.68,A,0.1375,0,0.0003
CMP_002981,Textiles_Cotton,35.01,A,0.1436,0,0.0003
CMP_002982,Real_Estate_Residential,30.94,BB,0.4463,0,0.0116
CMP_002983,Hospitals_Healthcare,130.8,A,0.1921,0,0.0006
CMP_002984,Pharma,36.82,BBB,0.3519,0,0.0038
CMP_002985,Agri_Food,78.89,BB,0.5557,0,0.0418
CMP_002986,Manufacturing_General,265.22,BB,0.4214,0,0.0086
CMP_002987,IT_Services,51.43,BBB,0.2493,0,0.0011
CMP_002988,Real_Estate_Residential,132.91,B,0.7421,0,0.2901
CMP_002989,FMCG_Distribution,207.91,B,0.6953,1,0.189
CMP_002990,Manufacturing_General,124.18,BB,0.4858,0,0.0185
CMP_002991,Hospitals_Healthcare,53.87,A,0.2037,0,0.0006
CMP_002992,Pharma,91.26,A,0.1785,0,0.0005
CMP_002993,Cement,19.49,BBB,0.3315,0,0.003
CMP_002994,Manufacturing_General,29.25,A,0.1632,0,0.0004
CMP_002995,FMCG_Distribution,33.66,A,0.1934,0,0.0006
CMP_002996,Manufacturing_General,327.83,A,0.1045,0,0.0002
CMP_002997,Steel_Secondary,28.5,BBB,0.2587,0,0.0012
CMP_002998,Steel_Secondary,28.16,C,0.7794,1,0.39
CMP_002999,FMCG_Distribution,23.69,AA,0.085,0,0.0002
CMP_003000,Real_Estate_Residential,85.44,BB,0.4151,0,0.008
CMP_003001,Infrastructure_Roads,61.2,BB,0.4427,0,0.0111
CMP_003002,Textiles_Cotton,130.24,AA,0.0394,0,0.0001
CMP_003003,NBFC,93.41,D,0.9565,1,0.8426
CMP_003004,Pharma,18.1,BBB,0.295,0,0.0019
CMP_003005,Hospitals_Healthcare,28.62,BBB,0.1977,0,0.0006
CMP_003006,FMCG_Distribution,162.76,BB,0.4216,0,0.0087
CMP_003007,Manufacturing_General,46.4,A,0.1968,0,0.0006
CMP_003008,Real_Estate_Residential,141.19,BB,0.442,0,0.011
CMP_003009,Manufacturing_General,48.44,AA,0.0721,0,0.0001
CMP_003010,Pharma,25.18,B,0.6448,0,0.1128
CMP_003011,Steel_Secondary,42.84,BBB,0.3206,0,0.0026
CMP_003012,Steel_Secondary,25.17,BB,0.3795,0,0.0052
CMP_003013,Steel_Primary,34.73,A,0.2075,0,0.0007
CMP_003014,NBFC,64.12,BB,0.424,0,0.0089
CMP_003015,Steel_Secondary,82.21,BB,0.4787,0,0.017
CMP_003016,Real_Estate_Commercial,15.3,BBB,0.2979,0,0.002
CMP_003017,Cement,53.84,BB,0.4431,0,0.0112
CMP_003018,Manufacturing_General,34.15,BBB,0.2386,0,0.001
CMP_003019,Infrastructure_Roads,32.5,C,0.8029,0,0.4587
CMP_003020,Steel_Secondary,60.71,BBB,0.3975,0,0.0065
CMP_003021,Cement,35.15,B,0.5547,0,0.0413
CMP_003022,Real_Estate_Residential,164.96,B,0.7685,0,0.3593
CMP_003023,Steel_Secondary,141.24,BBB,0.2844,0,0.0017
CMP_003024,Manufacturing_General,140.54,A,0.1818,0,0.0005
CMP_003025,Steel_Primary,36.75,BBB,0.2348,0,0.0009
