Company_ID,Sector,Industry_Growth_Rate,Sector_Volatility_Beta,Regulatory_Pressure,Commodity_Exposure_Index,Supply_Chain_Risk_Score,Sector_News_Sentiment,Regulatory_Action_Flag,Default_Flag
CMP_002388,Real_Estate_Residential,0.0278,2.45,High,0.55,65.5,-0.18,1,0
CMP_002389,Real_Estate_Residential,0.0158,1.48,High,0.65,49.9,-0.21,1,0
CMP_002390,Steel_Primary,0.0207,1.48,Low,0.7,67.2,-0.35,0,0
CMP_002391,Manufacturing_General,0.083,1.0,Medium,0.47,38.4,-0.0,0,0
CMP_002392,Cement,0.0872,1.19,Low,0.71,65.5,-0.14,0,0
CMP_002393,Manufacturing_General,0.1099,1.15,Medium,0.61,54.0,0.08,0,0
CMP_002394,FMCG_Distribution,0.0484,0.61,Low,0.58,52.3,0.08,0,0
CMP_002395,Steel_Secondary,0.0402,1.56,Medium,0.85,57.2,-0.64,0,0
CMP_002396,Manufacturing_General,0.0859,0.72,Medium,0.45,44.1,-0.14,1,0
CMP_002397,Manufacturing_General,0.0665,0.99,Medium,0.58,31.5,-0.19,0,1
CMP_002398,NBFC,0.075,1.57,High,0.12,23.7,-0.41,1,0
CMP_002399,NBFC,0.1074,1.77,High,0.03,24.0,-0.37,1,0
CMP_002400,Steel_Secondary,0.0276,1.28,Medium,1.0,67.3,-0.46,1,0
CMP_002401,Manufacturing_General,0.0313,1.43,Medium,0.56,72.7,0.08,0,0
CMP_002402,Cement,0.0503,1.43,Low,0.67,58.0,-0.3,0,0
CMP_002403,Steel_Secondary,-0.0031,1.32,Medium,0.9,90.4,-0.36,0,0
CMP_002404,Real_Estate_Residential,0.0571,1.21,High,0.5,59.9,-0.28,0,0
CMP_002405,NBFC,0.1092,1.23,High,0.0,13.7,-0.68,1,0
CMP_002406,Steel_Primary,0.0215,0.91,Low,0.84,52.7,-0.49,0,0
CMP_002407,Textiles_Cotton,-0.0153,0.99,Medium,0.79,79.6,-0.42,0,0
CMP_002408,Agri_Food,0.0514,0.72,Low,0.85,58.7,-0.46,1,0
CMP_002409,IT_Services,0.0844,1.11,Low,0.03,33.5,-0.52,1,0
CMP_002410,Real_Estate_Residential,0.024,1.84,High,0.5,64.0,-0.47,1,0
CMP_002411,Manufacturing_General,0.0579,1.62,Medium,0.62,22.0,-0.15,0,0
CMP_002412,IT_Services,0.0585,1.24,Low,0.0,28.9,-0.27,0,0
CMP_002413,Manufacturing_General,0.0366,1.1,Medium,0.46,37.2,-0.37,0,0
CMP_002414,IT_Services,0.0039,0.97,Low,0.0,28.7,-0.32,0,0
CMP_002415,Agri_Food,0.0305,1.5,Low,0.82,86.5,-0.48,1,0
CMP_002416,Steel_Primary,0.0276,1.03,Low,0.71,37.3,-0.06,0,0
CMP_002417,Manufacturing_General,0.077,1.11,Medium,0.62,32.9,0.21,0,0
CMP_002418,Manufacturing_General,0.07,0.79,Medium,0.47,49.1,-0.14,0,0
CMP_002419,Steel_Primary,0.0265,1.57,Low,0.78,65.5,-0.04,0,0
CMP_002420,Manufacturing_General,0.0683,1.43,Medium,0.4,40.9,0.24,0,0
CMP_002421,Manufacturing_General,0.0427,0.71,Medium,0.48,51.9,0.06,0,0
CMP_002422,Real_Estate_Commercial,0.049,1.68,Medium,0.34,26.9,0.22,0,0
CMP_002423,IT_Services,0.0287,0.86,Low,0.0,24.2,-0.47,1,0
CMP_002424,Steel_Secondary,0.03,1.29,Medium,0.85,66.2,-0.52,1,0
CMP_002425,FMCG_Distribution,0.045,0.83,Low,0.74,46.0,-0.32,1,0
CMP_002426,Manufacturing_General,0.0958,0.82,Medium,0.44,43.3,-0.16,0,0
CMP_002427,Chemical,0.0215,1.91,Medium,0.87,79.0,-0.51,0,0
CMP_002428,Steel_Secondary,-0.0114,0.99,Medium,1.0,69.8,-0.63,1,0
CMP_002429,FMCG_Distribution,0.0926,0.64,Low,0.47,69.9,-0.13,0,0
CMP_002430,NBFC,0.1241,1.15,High,0.05,13.3,-0.61,1,0
CMP_002431,Hospitals_Healthcare,0.1545,0.87,Low,0.14,38.8,0.07,0,0
CMP_002432,Agri_Food,0.0493,0.88,Low,0.9,94.3,-0.58,1,0
CMP_002433,Steel_Secondary,0.0113,1.84,Medium,1.0,76.8,-0.59,0,0
CMP_002434,Agri_Food,0.0469,1.15,Low,1.0,57.3,-0.37,1,0
CMP_002435,Steel_Primary,0.0108,1.38,Low,0.75,76.0,-0.06,0,1
CMP_002436,Steel_Primary,0.0793,0.98,Low,0.74,36.0,0.16,0,0
CMP_002437,Steel_Secondary,0.0291,1.33,Medium,1.0,42.2,-0.52,0,0
CMP_002438,Pharma,0.1395,0.71,Medium,0.35,50.6,-0.25,1,0
CMP_002439,Manufacturing_General,0.0667,0.78,Medium,0.56,47.4,-0.33,0,0
CMP_002440,Pharma,0.1192,0.73,Medium,0.28,39.8,0.17,1,0
CMP_002441,Pharma,0.0587,1.03,Medium,0.29,57.4,-0.15,0,0
CMP_002442,Infrastructure_Roads,0.0717,0.72,Low,0.3,23.2,-0.05,1,0
CMP_002443,Hospitals_Healthcare,0.1146,0.81,Low,0.25,29.6,0.57,0,0
CMP_002444,IT_Services,0.0301,0.96,Low,0.06,37.0,-0.93,0,0
CMP_002445,Steel_Secondary,0.0502,1.41,Medium,0.96,78.1,-0.24,0,0
CMP_002446,Textiles_Cotton,0.0301,1.61,Medium,0.75,85.7,-0.6,1,0
CMP_002447,Textiles_Cotton,-0.0001,1.33,Medium,0.9,66.8,-0.94,0,0
CMP_002448,Manufacturing_General,0.0463,0.68,Medium,0.73,52.0,-0.07,0,0
CMP_002449,Steel_Secondary,0.0719,1.51,Medium,0.84,65.9,-0.52,0,0
CMP_002450,Textiles_Cotton,0.0431,1.19,Medium,0.86,62.8,-0.95,1,0
CMP_002451,Agri_Food,0.0071,1.15,Low,0.96,66.7,-0.64,1,0
CMP_002452,Pharma,0.1072,1.07,Medium,0.57,51.4,-0.56,0,0
CMP_002453,Steel_Secondary,0.0535,1.79,Medium,0.7,61.9,-0.88,0,0
CMP_002454,NBFC,0.1071,1.2,High,0.09,42.3,-1.0,1,0
CMP_002455,Manufacturing_General,0.0709,0.93,Medium,0.71,64.8,0.12,0,0
CMP_002456,IT_Services,0.0493,1.03,Low,0.0,35.1,-0.12,0,0
CMP_002457,NBFC,0.0981,1.77,High,0.07,34.3,-1.0,1,0
CMP_002458,IT_Services,0.0871,0.7,Low,0.12,32.6,-0.81,0,0
CMP_002459,Cement,0.044,1.06,Low,0.58,56.2,0.17,0,0
CMP_002460,Agri_Food,0.0195,1.13,Low,1.0,87.7,-0.46,0,0
CMP_002461,FMCG_Distribution,0.1091,1.04,Low,0.55,62.0,-0.04,0,0
CMP_002462,NBFC,0.0667,1.75,High,0.2,39.6,-0.89,1,1
CMP_002463,Pharma,0.073,1.03,Medium,0.54,42.3,0.15,0,0
CMP_002464,NBFC,0.1185,0.67,High,0.07,29.6,-1.0,1,0
CMP_002465,Textiles_Cotton,-0.0161,1.71,Medium,0.93,70.9,-0.64,0,0
CMP_002466,Cement,0.0458,1.34,Low,0.58,67.1,-0.1,0,0
CMP_002467,Manufacturing_General,0.0125,1.26,Medium,0.64,51.8,0.07,0,0
CMP_002468,IT_Services,0.0438,1.13,Low,0.19,41.4,-0.61,0,0
CMP_002469,Pharma,0.0383,0.94,Medium,0.66,51.4,-0.44,1,0
CMP_002470,Textiles_Cotton,0.0298,1.47,Medium,1.0,88.6,-0.22,1,0
CMP_002471,Agri_Food,0.1001,1.22,Low,0.98,46.9,-0.28,0,0
CMP_002472,FMCG_Distribution,0.0344,0.74,Low,0.53,73.5,0.19,0,0
CMP_002473,Real_Estate_Commercial,0.1019,1.46,Medium,0.5,10.7,0.18,0,0
CMP_002474,Pharma,-0.0372,0.86,Medium,0.54,42.0,-0.37,0,0
CMP_002475,FMCG_Distribution,0.0721,0.7,Low,0.53,54.2,0.17,0,0
CMP_002476,Manufacturing_General,0.0746,1.12,Medium,0.48,53.8,-0.17,1,0
CMP_002477,Infrastructure_Roads,0.0879,0.65,Low,0.4,41.2,0.02,0,0
CMP_002478,Manufacturing_General,-0.0099,1.18,Medium,0.38,50.4,0.03,0,0
CMP_002479,Infrastructure_Roads,0.1032,0.84,Low,0.33,36.0,0.23,0,0
CMP_002480,Textiles_Cotton,0.0216,1.13,Medium,0.96,70.1,-0.8,0,0
CMP_002481,FMCG_Distribution,0.0782,0.9,Low,0.66,63.4,0.07,0,0
CMP_002482,Chemical,0.0399,0.66,Medium,0.99,69.9,-0.26,1,0
CMP_002483,Manufacturing_General,0.0598,1.32,Medium,0.4,36.0,-0.16,0,0
CMP_002484,IT_Services,0.0137,1.17,Low,0.05,33.7,-0.02,0,0
CMP_002485,Agri_Food,0.0499,0.99,Low,0.88,84.7,-0.52,0,0
CMP_002486,IT_Services,0.0888,0.84,Low,0.11,40.7,-0.76,0,0
CMP_002487,FMCG_Distribution,0.0251,0.76,Low,0.58,76.1,0.02,0,0
CMP_002488,NBFC,0.1016,1.25,High,0.0,24.5,-1.0,1,0
CMP_002489,Steel_Primary,0.0092,1.54,Low,0.69,38.1,-0.1,0,0
CMP_002490,Steel_Secondary,0.022,2.31,Medium,1.0,76.9,-0.69,1,0
CMP_002491,Textiles_Cotton,0.0209,1.48,Medium,0.79,87.5,-0.6,1,0
CMP_002492,Infrastructure_Roads,0.0927,0.76,Low,0.43,38.0,0.29,0,0
CMP_002493,Steel_Primary,0.0338,1.73,Low,0.74,54.2,-0.43,0,0
CMP_002494,IT_Services,0.0637,1.08,Low,0.0,52.5,-0.29,0,0
CMP_002495,IT_Services,0.0734,0.98,Low,0.1,19.5,-0.68,0,0
CMP_002496,Pharma,0.0819,0.61,Medium,0.54,51.9,0.13,0,0
CMP_002497,FMCG_Distribution,0.0864,0.57,Low,0.69,58.0,-0.11,0,0
CMP_002498,Agri_Food,0.0415,1.01,Low,0.91,96.6,-0.32,0,0
CMP_002499,Cement,0.053,0.87,Low,0.75,41.2,0.05,0,0
CMP_002500,Hospitals_Healthcare,0.1251,0.81,Low,0.17,22.2,0.24,0,0
CMP_002501,Infrastructure_Roads,0.0672,0.77,Low,0.36,45.2,0.25,0,0
CMP_002502,Pharma,0.1,0.71,Medium,0.43,56.7,-0.26,1,0
CMP_002503,Chemical,0.0344,1.69,Medium,0.75,72.1,-0.38,0,0
CMP_002504,Textiles_Cotton,0.0426,1.46,Medium,1.0,69.6,-0.18,1,0
CMP_002505,Manufacturing_General,0.0191,1.28,Medium,0.42,41.0,-0.21,0,0
CMP_002506,FMCG_Distribution,0.0359,0.91,Low,0.54,72.1,0.18,0,0
CMP_002507,Cement,0.0568,1.02,Low,0.6,42.6,0.23,0,0
CMP_002508,Hospitals_Healthcare,0.1118,0.67,Low,0.39,25.2,0.17,0,0
CMP_002509,FMCG_Distribution,0.0764,1.16,Low,0.64,45.8,-0.46,0,0
CMP_002510,Manufacturing_General,0.0827,0.7,Medium,0.68,56.1,0.07,1,0
CMP_002511,FMCG_Distribution,0.044,0.96,Low,0.58,60.7,0.13,0,0
CMP_002512,IT_Services,0.0551,0.88,Low,0.1,13.5,-0.49,0,0
CMP_002513,IT_Services,0.0423,1.09,Low,0.12,22.4,-0.67,0,0
CMP_002514,NBFC,0.107,1.68,High,0.0,33.0,-0.81,1,0
CMP_002515,Chemical,0.0059,1.27,Medium,0.74,90.9,-0.16,0,0
CMP_002516,Manufacturing_General,0.0233,1.22,Medium,0.48,48.9,0.03,0,0
CMP_002517,IT_Services,0.0481,0.58,Low,0.12,28.1,-1.0,0,0
CMP_002518,Real_Estate_Residential,0.0079,1.62,High,0.77,69.8,-0.1,0,0
CMP_002519,Real_Estate_Commercial,0.1054,1.36,Medium,0.29,34.9,0.16,0,0
CMP_002520,Real_Estate_Residential,0.0102,1.12,High,0.61,62.2,-0.06,0,0
CMP_002521,Manufacturing_General,0.0355,1.0,Medium,0.47,48.6,-0.43,1,0
CMP_002522,Steel_Secondary,0.0284,1.77,Medium,0.81,69.8,-0.29,0,0
CMP_002523,Steel_Primary,0.0134,1.43,Low,0.7,69.9,-0.28,0,0
CMP_002524,Hospitals_Healthcare,0.1231,0.91,Low,0.33,32.7,0.2,0,0
CMP_002525,Textiles_Cotton,0.0328,1.12,Medium,0.9,69.4,-0.72,0,0
CMP_002526,Textiles_Cotton,0.0039,1.42,Medium,0.92,68.8,-0.56,0,0
CMP_002527,Chemical,-0.0102,1.21,Medium,0.74,73.5,-0.4,1,0
CMP_002528,Manufacturing_General,0.0595,1.34,Medium,0.41,37.1,-0.27,0,0
CMP_002529,Agri_Food,0.0386,0.97,Low,0.79,75.5,-0.3,0,0
CMP_002530,Real_Estate_Residential,0.0062,1.53,High,0.48,61.5,-0.14,0,0
CMP_002531,Hospitals_Healthcare,0.0727,0.8,Low,0.12,33.7,0.35,0,0
CMP_002532,Steel_Secondary,0.038,1.1,Medium,0.84,51.9,-0.22,1,0
CMP_002533,Manufacturing_General,0.0277,1.39,Medium,0.48,39.9,0.26,0,0
CMP_002534,Real_Estate_Commercial,0.1189,0.75,Medium,0.16,55.0,0.06,0,0
CMP_002535,Hospitals_Healthcare,0.0753,0.51,Low,0.23,35.8,0.33,0,0
CMP_002536,Real_Estate_Commercial,0.0839,1.14,Medium,0.33,42.6,0.14,1,0
CMP_002537,Manufacturing_General,0.0581,0.6,Medium,0.61,36.3,-0.27,0,0
CMP_002538,Real_Estate_Commercial,0.0392,0.92,Medium,0.34,36.8,0.35,0,0
CMP_002539,Infrastructure_Roads,0.1278,0.91,Low,0.6,31.8,0.29,0,0
CMP_002540,Real_Estate_Residential,0.0093,1.3,High,0.66,51.0,-0.42,1,0
CMP_002541,Infrastructure_Roads,0.1598,0.55,Low,0.38,39.4,0.28,0,0
CMP_002542,Hospitals_Healthcare,0.0822,0.7,Low,0.19,40.7,0.47,0,0
CMP_002543,NBFC,0.146,1.61,High,0.0,23.3,-0.93,0,0
CMP_002544,Manufacturing_General,0.0404,0.95,Medium,0.47,31.9,-0.28,0,0
CMP_002545,IT_Services,0.0799,1.14,Low,0.0,37.8,-0.35,0,0
CMP_002546,Manufacturing_General,0.0548,1.34,Medium,0.58,70.7,0.02,0,0
CMP_002547,Cement,0.0308,0.96,Low,0.79,37.0,0.19,0,0
CMP_002548,Cement,0.1021,1.42,Low,0.48,24.1,0.09,0,0
CMP_002549,Manufacturing_General,0.0152,1.33,Medium,0.65,44.7,0.46,0,0
CMP_002550,Steel_Secondary,0.0149,2.02,Medium,1.0,82.8,-0.55,0,0
CMP_002551,Manufacturing_General,0.0333,1.03,Medium,0.52,34.5,-0.42,0,0
CMP_002552,Hospitals_Healthcare,0.1003,0.83,Low,0.21,46.6,0.39,0,0
CMP_002553,Chemical,0.0489,1.75,Medium,0.78,63.6,-0.45,1,0
CMP_002554,Manufacturing_General,0.0412,1.02,Medium,0.51,56.8,-0.56,1,0
CMP_002555,Chemical,0.0009,1.79,Medium,0.84,69.2,-0.58,1,0
CMP_002556,Pharma,0.0485,0.88,Medium,0.42,50.6,0.26,0,0
CMP_002557,Steel_Secondary,0.0199,1.51,Medium,0.95,80.1,-0.32,0,0
CMP_002558,Manufacturing_General,0.0299,0.78,Medium,0.5,48.2,-0.06,0,0
CMP_002559,IT_Services,0.044,1.19,Low,0.0,55.6,-0.41,0,1
CMP_002560,Infrastructure_Roads,0.0579,1.12,Low,0.41,32.9,0.16,0,0
CMP_002561,Real_Estate_Residential,0.038,1.04,High,0.51,58.9,-0.21,1,0
CMP_002562,Manufacturing_General,0.0435,1.22,Medium,0.47,38.2,-0.32,0,0
CMP_002563,Manufacturing_General,0.1088,1.32,Medium,0.39,22.9,-0.32,0,0
CMP_002564,Cement,0.083,0.99,Low,0.83,57.3,0.39,0,0
CMP_002565,Steel_Secondary,0.0276,1.51,Medium,0.93,82.7,-0.67,0,0
CMP_002566,Textiles_Cotton,-0.0113,1.49,Medium,0.88,100.0,-0.16,0,0
CMP_002567,Steel_Secondary,0.0512,1.0,Medium,0.86,63.1,-0.51,0,0
CMP_002568,Hospitals_Healthcare,0.0905,0.7,Low,0.17,57.7,0.25,0,0
CMP_002569,Chemical,0.0352,0.92,Medium,0.61,67.8,0.08,1,0
CMP_002570,Cement,0.079,1.41,Low,0.61,48.9,0.12,0,0
CMP_002571,FMCG_Distribution,0.0253,0.94,Low,0.66,51.6,-0.14,1,0
CMP_002572,Steel_Secondary,0.0161,1.36,Medium,0.99,64.5,-0.02,0,0
CMP_002573,IT_Services,0.0212,1.08,Low,0.0,29.3,-0.13,0,0
CMP_002574,Textiles_Cotton,0.0774,0.53,Medium,0.62,92.1,-0.41,0,0
CMP_002575,NBFC,0.1508,1.66,High,0.16,27.8,-0.82,0,0
CMP_002576,Agri_Food,0.0228,1.27,Low,0.83,100.0,-0.49,0,0
CMP_002577,NBFC,0.116,1.3,High,0.15,37.0,-0.81,0,0
CMP_002578,Steel_Primary,0.0083,1.93,Low,0.81,67.1,-0.23,1,1
CMP_002579,NBFC,0.1183,1.59,High,0.15,35.1,-0.61,1,0
CMP_002580,Manufacturing_General,0.0678,1.17,Medium,0.49,54.1,-0.32,0,0
CMP_002581,FMCG_Distribution,0.0528,1.07,Low,0.82,68.7,-0.13,0,0
CMP_002582,IT_Services,0.0353,1.26,Low,0.0,17.7,-0.68,0,0
CMP_002583,IT_Services,0.0508,0.98,Low,0.0,53.1,-0.56,0,0
CMP_002584,NBFC,0.1049,1.62,High,0.0,14.8,-0.72,1,0
CMP_002585,NBFC,0.1064,1.9,High,0.07,15.9,-0.52,0,0
CMP_002586,Manufacturing_General,0.0696,1.34,Medium,0.5,50.4,-0.15,1,0
CMP_002587,Real_Estate_Residential,0.0252,1.75,High,0.39,66.4,-0.35,0,0
CMP_002588,Textiles_Cotton,0.0379,1.27,Medium,0.94,69.3,-0.75,0,0
CMP_002589,Real_Estate_Residential,0.0307,1.71,High,0.7,48.9,-0.23,0,0
CMP_002590,Hospitals_Healthcare,0.118,0.61,Low,0.35,38.6,0.47,0,0
CMP_002591,Hospitals_Healthcare,0.0747,0.69,Low,0.33,36.3,0.4,0,0
CMP_002592,Pharma,0.0426,0.77,Medium,0.15,52.2,-0.36,0,0
CMP_002593,Pharma,0.0599,0.77,Medium,0.42,58.8,-0.17,0,1
CMP_002594,Manufacturing_General,0.0076,1.06,Medium,0.49,26.5,0.0,0,0
CMP_002595,Infrastructure_Roads,0.1141,1.02,Low,0.51,40.4,0.17,0,0
CMP_002596,Textiles_Cotton,0.0308,1.16,Medium,0.78,45.9,-0.52,0,0
CMP_002597,IT_Services,0.0258,1.22,Low,0.16,24.6,-0.79,0,0
CMP_002598,Steel_Secondary,0.0297,1.51,Medium,0.99,94.7,-0.63,0,0
CMP_002599,Manufacturing_General,0.0649,1.55,Medium,0.57,36.9,-0.36,1,0
CMP_002600,NBFC,0.1094,2.04,High,0.12,46.6,-0.9,1,0
CMP_002601,Manufacturing_General,0.0597,1.04,Medium,0.26,24.4,0.05,0,0
CMP_002602,Real_Estate_Commercial,0.0595,0.88,Medium,0.38,38.4,0.57,1,0
CMP_002603,Steel_Secondary,-0.0038,1.26,Medium,1.0,72.1,-0.67,0,1
CMP_002604,Manufacturing_General,0.0556,1.62,Medium,0.58,25.2,-0.39,0,0
CMP_002605,IT_Services,0.0489,1.1,Low,0.17,46.7,-0.66,0,0
CMP_002606,Manufacturing_General,0.0445,1.63,Medium,0.37,37.0,0.11,0,0
CMP_002607,Textiles_Cotton,0.0026,1.89,Medium,0.76,77.7,-0.49,0,0
CMP_002608,Real_Estate_Residential,0.0594,2.25,High,0.51,48.0,-0.1,0,0
CMP_002609,Manufacturing_General,0.066,0.98,Medium,0.6,30.9,-0.14,0,0
CMP_002610,Hospitals_Healthcare,0.1151,0.92,Low,0.34,40.5,0.51,0,0
CMP_002611,Manufacturing_General,0.1108,1.27,Medium,0.57,27.1,-0.31,0,0
CMP_002612,Textiles_Cotton,0.0166,1.78,Medium,0.86,74.1,-0.5,0,0
CMP_002613,Real_Estate_Commercial,0.125,0.99,Medium,0.36,51.9,0.4,0,0
CMP_002614,Steel_Secondary,0.0424,1.58,Medium,0.74,46.6,-0.67,0,0
CMP_002615,Manufacturing_General,0.0621,1.34,Medium,0.38,44.9,-0.28,0,0
CMP_002616,Steel_Primary,0.0992,1.91,Low,0.8,65.4,-0.24,0,0
CMP_002617,Textiles_Cotton,-0.0101,0.86,Medium,0.65,79.9,-0.52,0,0
CMP_002618,Hospitals_Healthcare,0.0827,1.1,Low,0.29,24.2,0.35,0,0
CMP_002619,Steel_Secondary,0.0429,1.49,Medium,0.87,60.7,-0.56,0,0
CMP_002620,Infrastructure_Roads,0.0673,0.47,Low,0.54,48.4,0.04,1,0
CMP_002621,FMCG_Distribution,0.0664,0.53,Low,0.64,57.4,0.17,0,0
CMP_002622,Cement,0.0825,0.3,Low,0.75,35.8,0.18,0,0
CMP_002623,FMCG_Distribution,0.0415,0.58,Low,0.63,68.4,-0.11,0,0
CMP_002624,Steel_Primary,0.0305,1.28,Low,0.86,49.8,-0.37,1,0
CMP_002625,Agri_Food,0.035,1.49,Low,0.97,81.0,-0.43,0,0
CMP_002626,Manufacturing_General,0.0216,1.39,Medium,0.4,53.5,0.04,0,0
CMP_002627,Real_Estate_Residential,0.0436,1.85,High,0.55,64.9,-0.73,0,0
CMP_002628,IT_Services,0.0251,1.23,Low,0.0,30.9,-0.7,0,1
CMP_002629,Steel_Primary,0.0697,1.73,Low,0.82,75.7,-0.35,0,0
CMP_002630,NBFC,0.1031,1.88,High,0.15,31.9,-0.37,1,0
CMP_002631,Real_Estate_Residential,0.048,1.97,High,0.49,65.4,-0.28,1,0
CMP_002632,Manufacturing_General,0.0704,0.85,Medium,0.55,38.8,-0.1,0,0
CMP_002633,Manufacturing_General,0.0657,1.15,Medium,0.4,66.2,-0.26,0,0
CMP_002634,Real_Estate_Residential,0.0452,2.06,High,0.56,71.9,-0.18,0,0
CMP_002635,Real_Estate_Residential,0.0326,0.74,High,0.56,62.6,-0.8,0,0
CMP_002636,Agri_Food,0.0135,1.2,Low,0.9,70.9,-0.83,0,0
CMP_002637,Infrastructure_Roads,0.088,0.7,Low,0.24,37.9,0.13,0,0
CMP_002638,Chemical,0.0615,0.99,Medium,0.87,52.6,-0.23,1,0
CMP_002639,Real_Estate_Residential,0.0109,1.68,High,0.38,64.5,-0.06,1,0
CMP_002640,Steel_Secondary,0.0439,1.53,Medium,0.91,65.8,-0.45,0,0
CMP_002641,Manufacturing_General,0.0462,0.89,Medium,0.5,42.1,-0.53,0,0
CMP_002642,Infrastructure_Roads,0.1119,0.79,Low,0.23,15.5,0.32,1,0
CMP_002643,NBFC,0.1257,1.24,High,0.21,14.9,-0.79,1,0
CMP_002644,Manufacturing_General,0.0922,1.22,Medium,0.44,34.3,0.04,0,0
CMP_002645,Steel_Primary,0.0778,1.74,Low,0.8,71.3,-0.04,1,0
CMP_002646,Chemical,0.0085,1.34,Medium,0.79,78.9,-0.09,1,0
CMP_002647,IT_Services,0.0272,1.32,Low,0.0,18.0,-0.37,0,0
CMP_002648,Cement,0.0836,1.37,Low,0.54,55.2,0.16,0,0
CMP_002649,IT_Services,0.0599,1.04,Low,0.0,33.9,-0.94,0,0
CMP_002650,Textiles_Cotton,0.0234,1.55,Medium,0.81,68.5,-0.71,0,0
CMP_002651,Steel_Primary,0.0528,1.05,Low,0.91,40.4,-0.48,0,0
CMP_002652,Steel_Primary,0.0292,1.58,Low,0.79,46.5,-0.62,0,0
CMP_002653,Manufacturing_General,0.0243,1.26,Medium,0.62,46.1,-0.12,0,0
CMP_002654,Infrastructure_Roads,0.0752,1.05,Low,0.41,47.9,0.18,0,0
CMP_002655,Cement,0.1044,1.36,Low,0.59,40.0,0.32,0,0
CMP_002656,Hospitals_Healthcare,0.0823,0.64,Low,0.31,39.6,0.33,0,0
CMP_002657,FMCG_Distribution,0.073,0.72,Low,0.59,48.9,-0.27,0,0
CMP_002658,Textiles_Cotton,0.0202,1.41,Medium,0.67,67.1,-0.43,0,0
CMP_002659,Real_Estate_Residential,0.0654,1.08,High,0.58,55.4,-0.38,0,0
CMP_002660,IT_Services,0.0456,1.21,Low,0.0,16.0,-0.15,0,0
CMP_002661,FMCG_Distribution,0.0588,0.81,Low,0.47,66.4,0.06,0,0
CMP_002662,Textiles_Cotton,0.0044,1.15,Medium,0.86,74.3,-0.56,1,0
CMP_002663,Real_Estate_Residential,0.0323,1.82,High,0.59,68.9,-0.41,0,0
CMP_002664,NBFC,0.1317,1.27,High,0.1,46.4,-0.94,1,0
CMP_002665,Steel_Secondary,-0.0213,1.31,Medium,0.91,75.4,-0.05,1,0
CMP_002666,Manufacturing_General,0.0808,0.73,Medium,0.5,43.5,-0.03,0,0
CMP_002667,Real_Estate_Residential,0.0106,1.2,High,0.52,49.9,-0.72,0,1
CMP_002668,Real_Estate_Commercial,0.044,1.41,Medium,0.31,43.1,0.26,0,0
CMP_002669,Steel_Secondary,0.0792,1.77,Medium,0.92,59.7,-0.75,0,0
CMP_002670,NBFC,0.1062,1.29,High,0.16,23.2,-0.96,1,0
CMP_002671,Cement,0.0892,1.31,Low,0.62,64.6,0.16,1,0
CMP_002672,Real_Estate_Residential,0.0136,1.64,High,0.36,54.8,-0.44,0,0
CMP_002673,Textiles_Cotton,0.0244,1.62,Medium,0.85,77.0,-0.74,0,0
CMP_002674,FMCG_Distribution,0.0481,0.84,Low,0.58,48.1,0.08,0,0
CMP_002675,Steel_Secondary,0.0528,1.3,Medium,0.9,72.7,-0.55,0,0
CMP_002676,Steel_Primary,0.095,1.43,Low,0.72,37.1,-0.4,0,0
CMP_002677,Manufacturing_General,0.0336,0.86,Medium,0.44,39.2,-0.31,0,0
CMP_002678,Manufacturing_General,0.1088,1.64,Medium,0.63,33.1,-0.57,0,0
CMP_002679,IT_Services,0.0663,1.15,Low,0.0,36.3,-0.33,0,0
CMP_002680,Textiles_Cotton,-0.008,1.36,Medium,1.0,78.0,-0.46,0,0
CMP_002681,Hospitals_Healthcare,0.0663,0.68,Low,0.23,35.5,0.29,1,0
CMP_002682,Manufacturing_General,0.0732,0.47,Medium,0.47,31.4,-0.7,0,0
CMP_002683,Steel_Primary,0.0345,1.29,Low,0.82,72.0,-0.12,0,0
CMP_002684,Steel_Secondary,0.0435,1.34,Medium,1.0,57.2,-0.75,0,0
CMP_002685,Manufacturing_General,0.0674,1.0,Medium,0.58,35.3,-0.24,0,0
CMP_002686,Manufacturing_General,0.0811,1.04,Medium,0.65,44.3,-0.2,0,0
CMP_002687,Cement,0.0588,1.2,Low,0.72,46.1,0.17,0,0
CMP_002688,IT_Services,0.0354,1.03,Low,0.0,34.4,-0.65,0,0
CMP_002689,Cement,0.0792,1.24,Low,0.76,44.2,0.24,0,0
CMP_002690,Pharma,0.0755,1.3,Medium,0.25,31.9,-0.19,1,0
CMP_002691,NBFC,0.0966,1.35,High,0.17,28.1,-1.0,1,0
CMP_002692,Manufacturing_General,0.0625,1.01,Medium,0.57,24.6,-0.31,0,0
CMP_002693,IT_Services,0.0326,0.66,Low,0.15,32.1,-0.83,0,0
CMP_002694,Agri_Food,0.0534,0.74,Low,0.84,80.0,-0.46,0,0
CMP_002695,IT_Services,0.0529,1.08,Low,0.0,34.0,-0.86,0,0
CMP_002696,Real_Estate_Residential,0.0737,1.41,High,0.42,70.0,-0.23,0,0
CMP_002697,Steel_Secondary,-0.0093,1.46,Medium,0.89,70.7,-1.0,0,0
CMP_002698,Infrastructure_Roads,0.1112,0.62,Low,0.35,3.3,0.24,0,0
CMP_002699,Infrastructure_Roads,0.0959,0.3,Low,0.31,20.8,0.2,0,0
CMP_002700,Pharma,0.0998,1.06,Medium,0.28,60.3,-0.2,0,0
