Company_ID,GST_Filing_Delay_Days,GST_vs_Bank_Variance_Pct,GSTR_2A_3B_ITC_Mismatch_Pct,Historical_Defaults,Rating_Downgrades_Count,Payment_Delays_Days,Tax_Compliance_Score,Round_Trip_Transaction_Count,Cash_Deposit_Ratio,GST_Scrutiny_Notice_Flag,Default_Flag
CMP_002501,0,0.2108,0.0661,0,0,89,0.71,0,0.162,0,0
CMP_002502,123,0.0854,0.0559,0,0,33,0.62,0,0.132,0,0
CMP_002503,18,0.0192,0.0687,0,0,10,0.89,0,0.157,0,0
CMP_002504,2,0.0948,0.0085,0,0,1,0.9,0,0.288,0,0
CMP_002505,70,0.138,0.0421,0,0,5,0.7,0,0.232,0,0
CMP_002506,0,0.0267,0.0814,0,0,17,0.89,1,0.532,0,0
CMP_002507,1,0.0177,0.0478,0,0,3,0.92,0,0.19,0,0
CMP_002508,0,0.0808,0.0416,0,0,12,0.91,0,0.413,0,0
CMP_002509,0,0.0766,0.0556,1,0,3,0.82,0,0.372,0,0
CMP_002510,0,0.1516,0.0263,0,1,4,0.83,2,0.251,0,0
CMP_002511,0,0.2077,0.0323,1,1,18,0.77,0,0.261,0,0
CMP_002512,1,0.0176,0.0745,0,0,20,0.97,0,0.028,0,0
CMP_002513,0,0.1038,0.0232,0,0,14,0.9,0,0.108,0,0
CMP_002514,4,0.004,0.0542,0,0,4,0.98,0,0.445,0,0
CMP_002515,0,0.209,0.0666,0,2,4,0.77,0,0.211,0,0
CMP_002516,2,0.1228,0.0221,0,0,8,0.88,0,0.179,0,0
CMP_002517,2,0.086,0.0149,0,0,44,0.87,0,0.106,0,0
CMP_002518,0,0.1463,0.0476,0,0,57,0.86,0,0.415,0,0
CMP_002519,0,0.0856,0.0309,0,1,73,0.98,0,0.15,0,0
CMP_002520,0,0.0365,0.0194,0,1,107,0.87,0,0.206,0,0
CMP_002521,20,0.0031,0.0142,0,0,62,0.87,0,0.161,0,0
CMP_002522,3,0.0204,0.0721,0,0,1,0.93,0,0.245,0,0
CMP_002523,63,0.2573,0.0531,0,1,5,0.66,0,0.234,1,0
CMP_002524,0,0.0034,0.0548,0,2,52,0.92,0,0.454,0,0
CMP_002525,27,0.1776,0.0259,0,0,123,0.81,0,0.269,0,0
CMP_002526,0,0.0456,0.0437,0,0,55,0.9,0,0.219,0,0
CMP_002527,3,0.0357,0.0683,0,0,25,0.91,0,0.275,0,0
CMP_002528,17,0.2213,0.0635,0,0,10,0.78,0,0.272,1,0
CMP_002529,3,0.0537,0.0121,0,0,54,0.97,0,0.415,0,0
CMP_002530,1,0.0873,0.017,0,0,16,0.98,0,0.273,0,0
CMP_002531,6,0.146,0.0602,0,0,17,0.95,0,0.268,0,0
CMP_002532,0,0.0416,0.0359,0,1,33,0.91,1,0.21,0,0
CMP_002533,3,0.0689,0.0534,0,0,74,0.9,0,0.254,1,0
CMP_002534,0,0.1623,0.0473,0,0,59,0.74,0,0.133,0,0
CMP_002535,31,0.1007,0.0132,0,0,40,0.75,0,0.353,1,0
CMP_002536,0,0.0697,0.0319,0,2,17,0.85,0,0.169,0,0
CMP_002537,22,0.0951,0.0324,0,1,15,0.84,0,0.313,0,0
CMP_002538,2,0.0813,0.0001,0,1,203,0.9,0,0.115,0,0
CMP_002539,90,0.0547,0.051,0,0,25,0.7,0,0.086,0,0
CMP_002540,9,0.0653,0.0079,0,0,9,0.92,0,0.348,0,0
CMP_002541,0,0.0078,0.0387,0,0,40,0.94,0,0.146,0,0
CMP_002542,2,0.1234,0.0312,0,0,57,0.85,0,0.343,0,0
CMP_002543,2,0.0118,0.0179,1,1,21,0.84,0,0.545,0,0
CMP_002544,2,0.0967,0.0701,0,0,57,0.9,0,0.202,0,0
CMP_002545,11,0.001,0.0059,0,0,67,0.94,1,0.049,0,0
CMP_002546,0,0.0622,0.0306,0,0,92,0.84,0,0.257,0,0
CMP_002547,9,0.0772,0.0034,0,0,2,0.89,0,0.222,0,0
CMP_002548,0,0.2133,0.0858,0,0,88,0.78,0,0.199,1,0
CMP_002549,3,0.159,0.0735,0,1,25,0.81,0,0.301,0,0
CMP_002550,1,0.1414,0.0315,0,0,7,0.79,0,0.256,0,0
CMP_002551,0,0.0044,0.1085,0,0,87,0.94,0,0.177,0,0
CMP_002552,1,0.0077,0.0378,0,0,35,0.86,0,0.253,0,0
CMP_002553,3,0.0327,0.0309,0,0,130,0.88,0,0.193,0,0
CMP_002554,0,0.1293,0.0252,0,0,42,0.9,0,0.213,0,0
CMP_002555,0,0.0479,0.009,0,1,22,0.93,0,0.175,0,0
CMP_002556,22,0.1384,0.0928,0,0,30,0.97,0,0.093,0,0
CMP_002557,3,0.0275,0.0705,0,0,212,0.85,0,0.26,0,0
CMP_002558,0,0.0378,0.0743,0,0,39,0.92,0,0.263,0,0
CMP_002559,2,0.4136,0.0691,0,0,105,0.61,0,0.394,1,1
CMP_002560,1,0.076,0.069,0,0,91,0.85,0,0.164,0,0
CMP_002561,3,0.0543,0.0381,1,0,23,0.8,0,0.302,0,0
CMP_002562,0,0.0386,0.0534,0,0,5,0.97,0,0.159,0,0
CMP_002563,2,0.0964,0.0619,0,2,174,0.89,2,0.2,0,0
CMP_002564,2,0.0095,0.0656,0,0,89,0.91,1,0.269,0,0
CMP_002565,0,0.2444,0.0551,0,3,76,0.65,0,0.247,1,0
CMP_002566,0,0.463,0.0707,0,1,246,0.73,0,0.276,1,0
CMP_002567,0,0.0095,0.0448,0,0,47,0.94,0,0.304,0,0
CMP_002568,136,0.2283,0.3639,0,1,59,0.41,0,0.224,1,0
CMP_002569,168,0.0865,0.0166,0,0,49,0.59,0,0.146,1,0
CMP_002570,2,0.0618,0.0671,0,0,74,0.85,0,0.241,0,0
CMP_002571,65,0.11,0.0077,0,0,15,0.71,0,0.498,0,0
CMP_002572,39,0.0827,0.0648,0,0,18,0.87,0,0.189,1,0
CMP_002573,6,0.0786,0.0083,0,0,1,0.91,0,0.01,1,0
CMP_002574,0,0.0706,0.0094,0,0,75,0.95,0,0.294,0,0
CMP_002575,0,0.0547,0.0887,0,0,10,0.89,0,0.506,0,0
CMP_002576,0,0.0204,0.0815,0,0,13,0.97,0,0.31,0,0
CMP_002577,1,0.2497,0.0044,0,0,34,0.68,1,0.604,0,0
CMP_002578,1,0.1952,0.0422,1,0,136,0.72,3,0.202,0,1
CMP_002579,0,0.1135,0.0275,0,1,46,0.78,0,0.312,0,0
CMP_002580,3,0.0917,0.0053,0,0,98,0.81,0,0.264,0,0
CMP_002581,1,0.0547,0.0132,0,0,0,0.92,0,0.596,0,0
CMP_002582,2,0.0577,0.0186,0,0,5,0.93,0,0.101,0,0
CMP_002583,3,0.0731,0.015,0,0,47,0.9,0,0.144,0,0
CMP_002584,4,0.031,0.0441,0,0,14,0.88,0,0.651,0,0
CMP_002585,3,0.1849,0.0434,0,0,138,0.8,0,0.692,0,0
CMP_002586,0,0.0228,0.0027,0,0,57,0.93,0,0.252,0,0
CMP_002587,4,0.0881,0.0572,0,0,63,0.82,0,0.426,0,0
CMP_002588,0,0.0188,0.103,0,0,0,0.93,0,0.197,0,0
CMP_002589,0,0.0592,0.0529,0,0,36,1.0,0,0.338,0,0
CMP_002590,0,0.1108,0.0149,0,0,25,0.99,0,0.316,0,0
CMP_002591,48,0.1051,0.333,0,1,10,0.71,0,0.267,1,0
CMP_002592,2,0.2259,0.0199,0,0,40,0.83,0,0.073,1,0
CMP_002593,1,0.1928,0.3702,0,1,7,0.67,0,0.121,1,1
CMP_002594,1,0.0043,0.0076,0,0,22,0.86,0,0.182,0,0
CMP_002595,0,0.2033,0.0926,0,1,9,0.81,0,0.122,0,0
CMP_002596,2,0.0432,0.0569,0,1,0,1.0,0,0.279,0,0
CMP_002597,0,0.011,0.0785,0,0,14,0.97,0,0.029,0,0
CMP_002598,0,0.1358,0.0704,0,0,34,0.83,0,0.184,0,0
CMP_002599,3,0.0633,0.0714,0,0,26,0.92,0,0.203,0,0
CMP_002600,0,0.1767,0.0056,0,0,177,0.8,0,0.436,0,0
CMP_002601,0,0.0368,0.0617,0,0,3,0.9,0,0.166,0,0
CMP_002602,4,0.0042,0.0781,0,0,11,0.93,0,0.111,0,0
CMP_002603,1,0.2581,0.0328,1,1,52,0.7,0,0.152,0,1
CMP_002604,3,0.0492,0.0196,0,0,17,0.87,0,0.18,0,0
CMP_002605,0,0.1876,0.0287,0,0,43,0.74,0,0.077,0,0
CMP_002606,0,0.0103,0.0696,0,0,57,0.99,0,0.281,0,0
CMP_002607,0,0.0349,0.0009,0,0,33,0.92,0,0.206,1,0
CMP_002608,2,0.0617,0.0247,0,0,15,0.9,0,0.279,0,0
CMP_002609,0,0.1118,0.0951,0,0,8,0.9,0,0.237,0,0
CMP_002610,2,0.0232,0.0123,0,0,60,0.96,0,0.401,0,0
CMP_002611,47,0.0175,0.0917,0,0,3,0.82,0,0.295,1,0
CMP_002612,26,0.3332,0.0289,1,1,57,0.66,0,0.322,1,0
CMP_002613,15,0.0411,0.074,0,0,17,0.86,0,0.14,0,0
CMP_002614,13,0.0273,0.0014,0,0,52,0.86,0,0.256,1,0
CMP_002615,2,0.0736,0.0117,0,0,34,0.88,0,0.252,0,0
CMP_002616,3,0.0641,0.0431,0,0,16,0.94,0,0.242,0,0
CMP_002617,0,0.1321,0.02,1,0,8,0.84,0,0.316,0,0
CMP_002618,0,0.0156,0.0288,0,1,5,0.94,0,0.355,0,0
CMP_002619,138,0.0435,0.0586,0,0,74,0.62,0,0.168,1,0
CMP_002620,30,0.2006,0.0683,0,1,38,0.72,0,0.178,1,0
CMP_002621,0,0.0462,0.0487,0,0,65,0.91,0,0.364,0,0
CMP_002622,0,0.0413,0.1066,0,0,82,0.87,0,0.248,0,0
CMP_002623,0,0.0726,0.0223,0,1,55,0.81,0,0.547,0,0
CMP_002624,2,0.0507,0.0307,0,0,102,0.94,0,0.201,0,0
CMP_002625,0,0.0907,0.0371,0,0,1,0.81,0,0.472,0,0
CMP_002626,62,0.3486,0.188,0,1,48,0.53,3,0.487,0,0
CMP_002627,0,0.0078,0.0763,0,0,12,0.92,0,0.241,0,0
CMP_002628,180,0.3468,0.0604,1,1,14,0.22,0,0.01,0,1
CMP_002629,0,0.2187,0.0206,0,2,16,0.78,0,0.238,0,0
CMP_002630,3,0.0747,0.0585,0,0,78,0.87,0,0.48,0,0
CMP_002631,18,0.001,0.0082,0,0,39,0.85,0,0.264,0,0
CMP_002632,0,0.0828,0.0285,0,0,60,0.89,0,0.196,0,0
CMP_002633,0,0.0906,0.0766,0,0,36,0.8,0,0.288,0,0
CMP_002634,2,0.0291,0.0354,0,0,13,0.9,0,0.311,0,0
CMP_002635,0,0.0554,0.0723,0,0,19,1.0,0,0.261,0,0
CMP_002636,2,0.0401,0.0501,0,0,15,0.94,0,0.521,0,0
CMP_002637,25,0.0314,0.0592,0,1,218,0.84,0,0.157,0,0
CMP_002638,0,0.0774,0.0976,0,0,64,0.93,0,0.204,1,0
CMP_002639,9,0.0546,0.0384,0,0,2,0.99,0,0.353,0,0
CMP_002640,0,0.0265,0.0104,0,0,333,0.95,0,0.324,0,0
CMP_002641,42,0.0909,0.0216,0,0,6,0.77,0,0.297,0,0
CMP_002642,2,0.098,0.0408,1,0,44,0.87,0,0.157,0,0
CMP_002643,19,0.0741,0.0405,0,0,14,0.9,0,0.697,0,0
CMP_002644,26,0.0764,0.0223,0,0,27,0.9,0,0.172,0,0
CMP_002645,0,0.1067,0.081,0,1,63,0.87,0,0.194,0,0
CMP_002646,0,0.0021,0.044,0,0,21,0.93,0,0.224,0,0
CMP_002647,2,0.0571,0.0598,0,0,4,0.96,0,0.055,1,0
CMP_002648,0,0.1119,0.0026,0,0,43,0.89,0,0.229,0,0
CMP_002649,43,0.0609,0.0035,0,0,1,0.89,0,0.1,0,0
CMP_002650,7,0.1165,0.0205,0,0,11,0.92,0,0.319,0,0
CMP_002651,3,0.1184,0.0636,0,0,0,0.85,1,0.22,0,0
CMP_002652,0,0.0486,0.0069,0,0,40,1.0,0,0.133,0,0
CMP_002653,0,0.0922,0.0081,0,1,112,0.81,0,0.283,0,0
CMP_002654,58,0.0943,0.0158,0,0,20,0.74,0,0.11,0,0
CMP_002655,0,0.0449,0.0241,0,0,16,0.9,0,0.162,0,0
CMP_002656,3,0.0616,0.0532,0,0,5,0.82,0,0.347,0,0
CMP_002657,1,0.1534,0.0855,0,0,2,0.82,0,0.567,1,0
CMP_002658,1,0.0883,0.06,0,0,15,0.83,0,0.313,0,0
CMP_002659,16,0.009,0.0496,0,0,105,0.79,0,0.233,0,0
CMP_002660,2,0.1214,0.0311,0,0,29,0.95,0,0.096,0,0
CMP_002661,2,0.0883,0.0499,0,1,0,0.86,0,0.478,0,0
CMP_002662,3,0.1023,0.0357,0,0,64,0.87,0,0.31,0,0
CMP_002663,1,0.0623,0.0583,0,0,2,0.88,0,0.39,0,0
CMP_002664,3,0.0697,0.0277,0,0,25,0.9,0,0.486,0,0
CMP_002665,8,0.0264,0.0546,0,0,130,0.95,0,0.32,0,0
CMP_002666,175,0.0701,0.0155,0,0,52,0.47,0,0.141,1,0
CMP_002667,0,0.1199,0.0229,0,0,48,0.87,0,0.425,0,1
CMP_002668,0,0.0851,0.0768,0,0,62,0.83,0,0.115,0,0
CMP_002669,42,0.0651,0.0157,0,0,9,0.75,0,0.215,1,0
CMP_002670,5,0.0026,0.0459,0,2,4,0.95,0,0.603,0,0
CMP_002671,40,0.0678,0.0849,0,0,18,0.84,0,0.154,1,0
CMP_002672,2,0.1898,0.0913,0,0,12,0.76,2,0.39,0,0
CMP_002673,3,0.0904,0.0293,0,0,1,0.83,0,0.249,0,0
CMP_002674,0,0.0825,0.0177,0,0,16,0.96,0,0.393,0,0
CMP_002675,0,0.0356,0.0003,0,0,41,0.92,0,0.363,0,0
CMP_002676,61,0.1705,0.0016,1,0,2,0.63,0,0.144,1,0
CMP_002677,0,0.0544,0.0128,0,0,163,0.87,0,0.278,0,0
CMP_002678,33,0.0031,0.015,0,0,48,0.89,1,0.195,0,0
CMP_002679,88,0.0913,0.0275,0,0,42,0.75,0,0.115,1,0
CMP_002680,0,0.0284,0.0337,0,1,126,0.9,0,0.26,0,0
CMP_002681,0,0.2136,0.0215,0,0,43,0.81,0,0.313,1,0
CMP_002682,0,0.1625,0.0278,0,2,27,0.87,0,0.257,0,0
CMP_002683,2,0.0328,0.0824,0,1,23,0.94,0,0.149,0,0
CMP_002684,3,0.0271,0.0252,0,0,10,0.95,0,0.317,0,0
CMP_002685,45,0.1101,0.0279,1,1,21,0.77,0,0.184,1,0
CMP_002686,2,0.0913,0.0245,0,1,83,0.87,0,0.257,0,0
CMP_002687,7,0.0244,0.0644,0,0,29,0.93,0,0.138,0,0
CMP_002688,130,0.0129,0.0259,0,0,8,0.53,0,0.099,0,0
CMP_002689,0,0.1274,0.0283,0,1,111,0.75,0,0.168,1,0
CMP_002690,2,0.0186,0.001,0,0,33,0.89,0,0.152,0,0
CMP_002691,0,0.4712,0.2142,0,2,58,0.65,0,0.622,0,0
CMP_002692,2,0.0241,0.0217,0,0,125,0.99,0,0.139,0,0
CMP_002693,1,0.025,0.0134,0,0,113,0.9,0,0.057,0,0
CMP_002694,5,0.0609,0.0655,0,0,10,0.85,0,0.445,0,0
CMP_002695,1,0.1729,0.0432,0,0,69,0.77,0,0.128,0,0
CMP_002696,0,0.0388,0.044,0,0,100,0.95,0,0.404,0,0
CMP_002697,0,0.1688,0.0835,0,0,142,0.77,0,0.242,0,0
CMP_002698,0,0.0962,0.0237,0,0,92,0.93,0,0.06,0,0
CMP_002699,8,0.0645,0.0807,0,0,60,0.89,0,0.041,0,0
CMP_002700,3,0.1385,0.0438,0,0,245,0.86,0,0.129,0,0
CMP_002701,0,0.048,0.0099,0,0,20,0.82,0,0.566,0,0
CMP_002702,55,0.0291,0.0391,0,0,8,0.72,0,0.209,0,0
CMP_002703,0,0.0099,0.0692,0,0,3,0.99,0,0.249,0,0
CMP_002704,2,0.0529,0.0047,0,0,56,1.0,0,0.086,0,0
CMP_002705,1,0.1422,0.045,0,0,17,0.93,0,0.42,0,0
CMP_002706,132,0.0273,0.0765,0,0,12,0.56,0,0.131,1,0
CMP_002707,0,0.1815,0.0768,0,0,76,0.72,0,0.351,0,0
CMP_002708,13,0.071,0.0196,0,0,0,0.91,0,0.175,0,0
CMP_002709,25,0.122,0.0148,0,0,16,0.77,0,0.326,0,0
CMP_002710,0,0.0403,0.0098,0,0,15,0.97,0,0.079,0,0
CMP_002711,2,0.0328,0.0093,0,0,10,0.86,0,0.015,0,0
CMP_002712,1,0.0321,0.0701,0,0,23,0.91,0,0.272,0,0
CMP_002713,3,0.0742,0.0528,0,0,7,0.94,0,0.106,0,0
CMP_002714,0,0.0844,0.1083,0,0,0,0.9,0,0.158,0,0
CMP_002715,1,0.0946,0.0778,0,0,47,0.88,1,0.364,0,0
CMP_002716,1,0.0325,0.0268,0,0,2,0.96,0,0.363,0,0
CMP_002717,14,0.2334,0.1363,1,2,118,0.72,1,0.728,1,1
CMP_002718,2,0.09,0.0106,0,0,2,0.89,0,0.342,0,0
CMP_002719,2,0.0852,0.0693,0,0,55,0.94,0,0.197,0,0
CMP_002720,2,0.1091,0.0021,0,0,2,0.83,0,0.518,0,0
CMP_002721,2,0.0713,0.0378,0,0,183,0.84,0,0.163,0,0
CMP_002722,2,0.0253,0.0094,0,0,13,0.97,0,0.14,0,0
CMP_002723,0,0.2193,0.0142,0,1,19,0.79,0,0.04,1,0
CMP_002724,61,0.3859,0.1828,1,4,24,0.51,6,0.558,0,0
CMP_002725,1,0.0104,0.0556,0,0,14,0.99,0,0.19,0,0
CMP_002726,23,0.0142,0.0237,0,0,6,0.91,0,0.24,0,0
CMP_002727,125,0.0601,0.0404,0,1,99,0.6,0,0.178,0,0
CMP_002728,30,0.1945,0.0518,0,0,45,0.68,0,0.284,0,0
CMP_002729,30,0.0657,0.0214,1,0,4,0.87,1,0.033,0,0
CMP_002730,2,0.0535,0.0632,0,0,76,0.9,0,0.162,0,0
CMP_002731,171,0.0936,0.0607,0,0,71,0.55,0,0.071,1,0
CMP_002732,168,0.0419,0.0498,0,0,76,0.61,0,0.233,0,0
CMP_002733,0,0.1154,0.0853,0,0,3,0.83,0,0.185,0,0
CMP_002734,3,0.1069,0.0664,0,0,30,0.92,0,0.268,0,0
CMP_002735,62,0.0949,0.0318,0,0,42,0.75,0,0.174,0,0
CMP_002736,0,0.3814,0.1558,0,1,156,0.71,0,0.334,1,0
CMP_002737,0,0.044,0.0145,0,0,32,0.99,0,0.07,0,0
CMP_002738,0,0.0549,0.0856,0,0,40,0.87,0,0.607,0,0
CMP_002739,100,0.0723,0.0319,0,0,46,0.69,0,0.32,1,0
CMP_002740,0,0.0253,0.1192,0,2,26,0.86,0,0.23,0,0
CMP_002741,0,0.0032,0.0465,0,0,16,1.0,0,0.222,0,0
CMP_002742,0,0.2379,0.0458,0,0,63,0.76,0,0.266,0,0
CMP_002743,2,0.0668,0.0565,0,0,29,0.91,0,0.262,0,0
CMP_002744,38,0.0372,0.0293,0,0,26,0.8,0,0.506,1,0
CMP_002745,3,0.038,0.0807,0,0,8,0.91,0,0.102,0,0
CMP_002746,5,0.1112,0.0434,0,0,75,0.93,0,0.115,0,0
CMP_002747,159,0.2163,0.055,0,0,2,0.5,0,0.17,1,0
CMP_002748,3,0.0282,0.0361,0,0,2,0.86,0,0.46,0,0
CMP_002749,2,0.0606,0.045,0,1,6,0.91,0,0.376,0,0
CMP_002750,0,0.0353,0.0082,0,0,4,0.91,0,0.154,0,0
CMP_002751,0,0.1661,0.1053,0,0,107,0.89,0,0.367,0,0
CMP_002752,2,0.0358,0.0432,0,0,79,1.0,0,0.247,0,0
CMP_002753,2,0.0273,0.0285,0,0,17,0.95,0,0.184,0,0
CMP_002754,25,0.0087,0.0232,0,0,15,0.91,0,0.147,0,0
CMP_002755,0,0.1825,0.0428,0,0,38,0.78,0,0.296,0,0
CMP_002756,38,0.0212,0.0199,0,0,28,0.9,0,0.04,1,0
CMP_002757,2,0.3428,0.2279,0,0,25,0.69,0,0.395,1,0
CMP_002758,2,0.3097,0.1038,0,1,157,0.68,0,0.359,1,0
CMP_002759,1,0.0215,0.0545,0,0,1,0.95,0,0.191,0,0
CMP_002760,11,0.1107,0.0379,0,0,175,0.79,0,0.156,0,0
CMP_002761,17,0.025,0.0379,0,0,27,0.95,0,0.202,0,0
CMP_002762,0,0.0348,0.0374,0,1,127,0.92,0,0.385,0,0
CMP_002763,0,0.0214,0.0523,0,0,52,0.94,0,0.043,0,0
CMP_002764,38,0.1131,0.041,0,1,8,0.75,0,0.302,0,0
CMP_002765,16,0.0853,0.0627,0,0,80,0.81,0,0.212,0,0
CMP_002766,2,0.0531,0.057,0,0,131,0.93,0,0.09,0,0
CMP_002767,0,0.0711,0.0299,0,1,42,0.9,0,0.192,0,0
CMP_002768,1,0.0748,0.0456,0,0,68,0.92,0,0.06,0,0
CMP_002769,12,0.086,0.0506,0,0,219,0.75,0,0.408,0,0
CMP_002770,131,0.0242,0.0148,0,0,18,0.57,0,0.253,1,0
CMP_002771,0,0.1109,0.0356,0,0,36,0.79,0,0.174,0,0
CMP_002772,41,0.0938,0.021,0,0,10,0.88,0,0.25,1,0
CMP_002773,2,0.0294,0.0581,0,1,101,0.89,0,0.077,0,0
CMP_002774,2,0.0226,0.0054,0,0,36,0.99,0,0.115,0,0
CMP_002775,0,0.006,0.0441,0,0,41,0.96,0,0.297,0,0
CMP_002776,2,0.0703,0.0343,0,0,9,0.9,0,0.197,0,0
CMP_002777,0,0.1025,0.2848,1,0,32,0.87,0,0.177,0,0
CMP_002778,137,0.1996,0.0681,1,0,64,0.45,1,0.299,1,1
CMP_002779,1,0.0181,0.0542,0,0,81,0.98,0,0.209,0,0
CMP_002780,0,0.0768,0.0065,0,0,41,0.87,0,0.151,0,0
CMP_002781,0,0.0558,0.0168,0,0,40,1.0,0,0.238,0,0
CMP_002782,0,0.0798,0.0074,0,0,73,0.78,0,0.48,0,0
CMP_002783,0,0.073,0.0174,0,0,6,1.0,0,0.114,0,0
CMP_002784,133,0.0914,0.0026,1,0,31,0.6,0,0.489,1,0
CMP_002785,33,0.0762,0.0456,0,0,125,0.85,0,0.31,0,0
CMP_002786,171,0.0583,0.0688,0,0,6,0.55,0,0.422,1,0
CMP_002787,3,0.4142,0.2787,1,2,25,0.6,0,0.577,1,1
CMP_002788,0,0.103,0.0639,0,0,27,0.95,0,0.158,0,0
CMP_002789,9,0.0525,0.0647,1,1,4,0.91,0,0.429,0,0
CMP_002790,1,0.0904,0.0661,0,0,19,0.84,0,0.257,0,0
CMP_002791,62,0.076,0.0246,0,0,29,0.77,0,0.466,1,0
CMP_002792,36,0.0287,0.0071,0,0,76,0.85,0,0.029,1,0
CMP_002793,5,0.216,0.0597,0,1,287,0.8,0,0.224,1,0
CMP_002794,118,0.2212,0.0386,0,1,10,0.57,0,0.203,0,0
CMP_002795,0,0.0979,0.0538,0,0,6,0.9,0,0.679,0,0
CMP_002796,1,0.1578,0.0346,1,0,135,0.8,0,0.244,0,0
CMP_002797,1,0.0878,0.0628,0,0,90,0.93,0,0.433,0,0
CMP_002798,0,0.0366,0.0722,0,0,175,0.92,0,0.454,0,0
CMP_002799,16,0.0938,0.0088,0,0,84,0.9,0,0.247,0,0
CMP_002800,2,0.0016,0.0397,0,0,24,1.0,0,0.077,0,0
CMP_002801,0,0.037,0.0268,0,1,32,0.82,0,0.437,0,0
CMP_002802,2,0.0503,0.0396,0,0,35,0.86,0,0.117,0,0
CMP_002803,1,0.066,0.109,0,0,0,0.86,0,0.45,0,0
CMP_002804,3,0.0912,0.0343,0,0,25,0.93,0,0.051,0,0
CMP_002805,0,0.116,0.0106,0,0,97,0.98,0,0.479,0,0
CMP_002806,3,0.1071,0.0323,0,0,5,0.88,0,0.145,0,0
CMP_002807,3,0.1339,0.0654,0,0,12,0.77,0,0.206,0,0
CMP_002808,2,0.0494,0.0545,0,0,6,0.95,0,0.039,0,0
CMP_002809,1,0.1223,0.0712,0,0,0,0.93,0,0.411,0,0
CMP_002810,2,0.0633,0.0955,0,1,8,0.96,0,0.282,0,0
CMP_002811,1,0.1242,0.0942,0,0,21,0.92,0,0.476,0,0
CMP_002812,0,0.0998,0.0159,0,0,48,0.95,0,0.415,0,0
CMP_002813,0,0.0801,0.0625,0,0,1,0.93,0,0.199,0,0
CMP_002814,1,0.0277,0.0125,0,0,19,0.98,0,0.112,0,0
CMP_002815,0,0.0067,0.0728,0,0,69,0.96,0,0.121,0,0
CMP_002816,2,0.0536,0.0064,0,0,94,0.92,0,0.101,0,0
CMP_002817,2,0.1258,0.0063,0,0,4,0.81,0,0.309,0,0
CMP_002818,1,0.1869,0.1525,0,1,75,0.73,0,0.509,1,1
CMP_002819,0,0.0933,0.0559,0,0,49,0.85,0,0.16,0,0
CMP_002820,0,0.0574,0.0706,0,0,199,0.95,0,0.196,0,0
CMP_002821,24,0.0735,0.0113,0,0,1,0.8,0,0.282,1,0
CMP_002822,1,0.118,0.0566,0,0,67,0.88,0,0.656,0,0
CMP_002823,3,0.0734,0.0361,0,0,65,0.82,0,0.268,0,0
CMP_002824,2,0.0333,0.013,0,0,4,1.0,0,0.24,0,0
CMP_002825,34,0.0848,0.0443,0,0,22,0.65,0,0.298,0,0
CMP_002826,60,0.1192,0.0405,0,0,36,0.71,0,0.135,0,0
CMP_002827,1,0.0503,0.0214,0,0,2,0.9,0,0.228,0,0
CMP_002828,0,0.0424,0.086,0,0,43,0.98,0,0.275,0,0
CMP_002829,3,0.0293,0.0705,0,0,63,1.0,0,0.257,0,0
CMP_002830,0,0.0497,0.0165,0,0,25,0.95,0,0.114,0,0
CMP_002831,1,0.0272,0.0132,0,0,48,0.8,0,0.237,0,0
CMP_002832,13,0.0303,0.0278,0,0,34,1.0,0,0.293,0,0
CMP_002833,0,0.1828,0.0694,0,1,4,0.82,0,0.194,0,0
CMP_002834,2,0.1536,0.001,0,0,13,0.98,0,0.126,0,0
CMP_002835,9,0.0163,0.0334,0,0,88,0.94,1,0.149,0,0
CMP_002836,0,0.0286,0.0244,0,1,97,0.91,0,0.285,1,0
CMP_002837,3,0.0865,0.0368,0,0,19,0.84,0,0.284,0,0
CMP_002838,111,0.1136,0.0478,0,0,29,0.56,0,0.124,1,0
CMP_002839,0,0.1655,0.0318,0,0,139,0.79,0,0.143,0,0
CMP_002840,1,0.0397,0.0536,0,0,172,0.86,0,0.246,0,0
CMP_002841,0,0.0299,0.0344,0,0,68,0.91,0,0.067,0,0
CMP_002842,0,0.1125,0.0492,0,0,14,0.88,0,0.155,0,0
CMP_002843,88,0.0516,0.0248,0,0,6,0.74,0,0.296,0,0
CMP_002844,3,0.2769,0.0631,1,1,141,0.72,0,0.048,0,1
CMP_002845,29,0.0096,0.0511,0,0,53,0.73,0,0.189,0,0
CMP_002846,58,0.1677,0.0419,0,0,102,0.56,0,0.09,1,0
CMP_002847,11,0.0497,0.06,0,0,4,0.86,0,0.22,0,0
CMP_002848,2,0.0543,0.0477,0,0,26,0.99,0,0.127,0,0
CMP_002849,2,0.0541,0.0108,0,0,62,1.0,0,0.154,0,0
CMP_002850,2,0.0876,0.0799,0,0,2,0.84,0,0.283,0,0
CMP_002851,1,0.014,0.0271,0,0,194,0.83,0,0.245,0,0
CMP_002852,22,0.0482,0.0055,0,3,74,0.76,0,0.249,0,0
CMP_002853,0,0.1284,0.0013,0,0,25,0.89,0,0.304,0,0
CMP_002854,1,0.001,0.0582,0,0,45,0.92,0,0.309,0,0
CMP_002855,0,0.0195,0.0449,0,0,51,0.96,0,0.042,0,0
CMP_002856,93,0.1,0.0027,0,0,58,0.63,0,0.257,1,0
