Company_ID,Sector,Revenue_Crore,Credit_Rating,Revenue_Growth_YoY,EBITDA_Margin,Net_Profit_Margin,Debt_to_Equity,Interest_Coverage_Ratio,Current_Ratio,DSCR,Cash_Flow_Stability_Index,Default_Flag
CMP_002780,Manufacturing_General,29.48,BBB,0.0705,0.115,-0.0006,1.07,5.11,1.79,1.26,0.65,0
CMP_002781,Hospitals_Healthcare,84.34,AA,0.1171,0.2358,0.1261,2.81,4.44,1.51,2.3,0.8,0
CMP_002782,Agri_Food,94.19,B,0.071,-0.0259,-0.1204,2.87,3.5,1.52,1.32,0.08,0
CMP_002783,Infrastructure_Roads,366.61,AAA,0.1572,0.3413,0.1801,3.39,5.95,1.62,1.47,0.91,0
CMP_002784,FMCG_Distribution,134.36,NR,0.0589,0.0548,-0.0439,0.85,4.11,1.15,1.27,0.53,0
CMP_002785,Textiles_Cotton,66.32,BBB,0.07,0.0935,-0.0001,3.94,3.76,1.23,1.35,0.45,0
CMP_002786,Agri_Food,33.24,BBB,0.0385,0.0665,-0.0247,0.73,5.45,1.57,1.24,0.26,0
CMP_002787,Textiles_Cotton,69.06,D,-0.0434,0.0052,-0.0861,9.18,3.81,1.4,0.27,0.0,1
CMP_002788,Chemical,70.9,AAA,0.1005,0.108,-0.0133,0.58,4.55,2.02,1.69,0.44,0
CMP_002789,Agri_Food,36.21,BBB,0.042,0.0183,-0.0374,0.87,4.97,1.76,1.84,0.19,0
CMP_002790,Real_Estate_Residential,102.21,BBB,0.1224,0.187,0.0629,3.17,4.54,1.61,1.53,0.27,0
CMP_002791,Agri_Food,17.84,A,0.0191,0.0398,-0.0274,1.33,4.22,1.36,1.77,0.29,0
CMP_002792,Pharma,44.9,BBB,0.083,0.1265,0.0064,1.15,5.27,1.27,1.42,0.56,0
CMP_002793,Textiles_Cotton,85.17,BB,0.0124,0.0374,-0.0509,1.89,3.53,1.27,0.51,0.19,0
CMP_002794,Cement,43.38,BB,0.0144,0.1184,0.035,1.19,4.53,1.19,0.52,0.43,0
CMP_002795,NBFC,46.27,AAA,0.1198,0.2155,0.0956,3.82,5.26,1.7,0.66,0.62,0
CMP_002796,Manufacturing_General,48.9,NR,0.0114,0.0468,-0.0832,2.16,3.57,1.02,0.91,0.33,0
CMP_002797,NBFC,27.98,A,0.0506,0.2079,0.061,5.95,4.09,1.61,1.32,0.54,0
CMP_002798,Agri_Food,139.65,A,0.0469,0.1242,-0.0036,1.84,3.95,1.48,1.57,0.27,0
CMP_002799,Textiles_Cotton,24.18,A,0.1638,0.114,0.0454,1.46,4.86,2.14,1.37,0.59,0
CMP_002800,Infrastructure_Roads,70.42,AA,0.0675,0.3256,0.194,3.57,4.65,2.14,1.4,0.87,0
CMP_002801,FMCG_Distribution,76.01,A,0.081,0.0687,-0.0014,0.42,4.8,1.86,1.64,0.49,0
CMP_002802,Chemical,25.56,NR,0.052,0.0449,-0.0208,0.54,3.29,1.64,0.66,0.32,0
CMP_002803,Agri_Food,57.89,BBB,0.0712,0.051,-0.0343,0.84,4.19,1.09,0.6,0.17,0
CMP_002804,Pharma,26.37,A,0.0545,0.2097,0.0858,1.01,5.05,2.33,1.86,0.49,0
CMP_002805,Agri_Food,166.14,AA,0.0848,0.0903,0.0162,1.96,4.53,1.75,0.82,0.45,0
CMP_002806,Real_Estate_Commercial,21.95,BB,0.0675,0.2054,0.0853,0.81,4.64,1.64,1.29,0.59,0
CMP_002807,Manufacturing_General,32.36,B,0.0067,0.0601,-0.0298,2.15,4.46,1.55,0.63,0.33,0
CMP_002808,IT_Services,20.5,A,0.0965,0.1846,0.0741,0.59,3.86,1.44,2.12,0.76,0
CMP_002809,Real_Estate_Residential,18.43,AAA,0.1441,0.1886,0.0785,2.46,4.56,1.69,1.53,0.49,0
CMP_002810,Textiles_Cotton,194.99,A,0.1004,0.1037,0.0477,0.73,3.58,1.77,1.37,0.37,0
CMP_002811,NBFC,84.29,AA,0.0843,0.1879,0.0292,10.96,5.13,1.28,1.03,0.62,0
CMP_002812,Real_Estate_Residential,61.08,AA,-0.0239,0.0752,0.0016,2.34,5.25,1.83,1.19,0.45,0
CMP_002813,Manufacturing_General,32.29,BBB,0.0985,0.1218,-0.005,0.85,3.51,1.04,1.68,0.68,0
CMP_002814,Pharma,112.85,A,0.0676,0.2189,0.078,1.21,4.31,1.74,1.44,0.55,0
CMP_002815,Infrastructure_Roads,28.24,BBB,0.0693,0.3099,0.1729,5.29,4.97,2.08,1.23,0.78,0
CMP_002816,IT_Services,103.02,A,-0.0241,0.1563,0.0677,0.39,4.88,1.72,1.75,0.71,0
CMP_002817,Manufacturing_General,27.17,NR,0.0658,0.0855,-0.0265,0.98,4.87,0.95,0.82,0.32,0
CMP_002818,Manufacturing_General,32.6,C,-0.0489,0.0732,-0.0805,2.63,2.05,0.84,0.74,0.13,1
CMP_002819,Steel_Primary,100.15,BBB,0.0735,0.1308,0.0389,1.54,4.46,1.76,1.36,0.34,0
CMP_002820,Chemical,108.97,BBB,0.1073,0.1571,0.0542,2.55,3.73,1.66,1.17,0.39,0
CMP_002821,Textiles_Cotton,88.06,BBB,0.0631,0.1111,0.0345,4.51,4.88,1.85,0.88,0.37,0
CMP_002822,NBFC,23.58,BBB,0.1185,0.205,0.1001,5.77,4.35,1.55,0.8,0.39,0
CMP_002823,Textiles_Cotton,38.19,BB,0.0216,0.0419,-0.0836,1.19,4.25,1.2,1.16,0.32,0
CMP_002824,Steel_Secondary,61.9,BBB,0.0902,0.0201,-0.0545,1.33,4.08,1.6,1.1,0.32,0
CMP_002825,Hospitals_Healthcare,27.68,B,-0.0122,0.1521,0.0726,1.46,4.36,1.32,1.14,0.44,0
CMP_002826,Real_Estate_Commercial,163.49,NR,0.1015,0.2104,0.0586,3.55,3.68,1.79,1.57,0.58,0
CMP_002827,Manufacturing_General,10.0,BBB,0.1139,0.097,0.014,2.16,3.91,1.56,1.84,0.57,0
CMP_002828,Cement,29.28,BBB,0.1025,0.135,0.0072,2.22,5.02,1.75,1.53,0.48,0
CMP_002829,Manufacturing_General,36.32,AA,0.0787,0.0844,-0.0261,1.87,6.59,1.8,1.5,0.69,0
CMP_002830,IT_Services,10.0,A,0.0038,0.2231,0.1358,0.5,3.78,2.44,2.8,0.86,0
CMP_002831,Real_Estate_Residential,17.87,BBB,0.0524,0.1065,0.0244,2.58,3.53,1.37,1.49,0.37,0
CMP_002832,Manufacturing_General,90.04,A,0.129,0.104,0.0374,0.74,5.05,1.64,1.15,0.62,0
CMP_002833,Steel_Secondary,55.94,B,0.044,-0.0119,-0.1417,4.2,4.62,1.02,1.1,0.11,0
CMP_002834,Cement,192.19,A,0.0248,0.1158,0.0098,0.93,5.17,2.13,1.52,0.65,0
CMP_002835,Chemical,187.95,BBB,0.0444,0.0683,-0.0046,2.85,4.5,2.18,0.98,0.51,0
CMP_002836,Agri_Food,77.2,BBB,0.1111,0.0386,-0.0514,2.84,4.61,1.45,1.6,0.2,0
CMP_002837,Manufacturing_General,70.15,BB,0.0785,0.0379,-0.0487,4.94,4.64,1.82,0.9,0.6,0
CMP_002838,Infrastructure_Roads,57.56,BBB,0.0231,0.3455,0.1928,3.63,4.02,1.72,1.27,0.7,0
CMP_002839,Steel_Primary,10.0,B,-0.0254,0.0604,-0.0231,2.27,4.54,1.55,1.01,0.39,0
CMP_002840,Cement,17.89,BBB,0.0392,0.1367,-0.0032,1.36,4.33,1.26,2.09,0.49,0
CMP_002841,Real_Estate_Commercial,59.18,BBB,-0.0049,0.2228,0.1229,1.96,3.08,1.64,1.39,0.62,0
CMP_002842,Chemical,89.37,AA,0.0871,0.1337,0.0294,1.32,4.97,2.36,1.2,0.4,0
CMP_002843,Chemical,68.84,BBB,0.1704,0.0474,-0.0588,2.92,4.1,2.04,1.11,0.48,0
CMP_002844,Pharma,26.74,B,-0.0406,0.0872,0.0177,1.01,4.38,1.36,1.32,0.36,1
CMP_002845,Steel_Primary,115.58,BB,0.0451,0.096,-0.0324,1.84,3.0,1.69,1.2,0.37,0
CMP_002846,Infrastructure_Roads,178.74,B,0.0887,0.2216,0.1271,2.1,3.27,1.94,0.91,0.6,0
CMP_002847,Textiles_Cotton,115.63,BBB,0.1056,0.086,-0.0363,2.59,4.85,1.88,1.37,0.4,0
CMP_002848,Pharma,120.5,A,0.0855,0.1528,0.0623,0.87,6.97,1.63,2.27,0.58,0
CMP_002849,Steel_Primary,34.9,AAA,0.0896,0.1442,0.0305,1.59,6.7,2.19,0.99,0.53,0
CMP_002850,Real_Estate_Residential,129.12,BBB,0.0218,0.1427,0.0089,1.91,4.41,1.56,0.71,0.27,0
CMP_002851,Textiles_Cotton,61.35,BB,0.0336,0.0344,-0.0414,2.35,4.14,1.48,1.04,0.08,0
CMP_002852,Textiles_Cotton,82.21,B,0.0605,0.06,-0.0377,3.64,4.5,1.44,0.44,0.31,0
CMP_002853,Chemical,73.14,BBB,0.121,0.1095,0.0052,1.82,3.86,1.47,1.23,0.41,0
CMP_002854,Manufacturing_General,49.54,BBB,0.0487,0.1124,0.0106,3.61,4.6,1.72,1.82,0.56,0
CMP_002855,IT_Services,27.44,BBB,0.0324,0.1658,0.0672,0.62,5.59,1.87,2.21,0.57,0
CMP_002856,Textiles_Cotton,51.13,BBB,0.0329,0.0514,-0.0637,1.6,4.64,1.82,1.29,0.39,0
CMP_002857,Manufacturing_General,120.23,A,0.0916,0.0879,-0.0112,2.88,6.38,1.86,1.69,0.59,0
CMP_002858,Manufacturing_General,38.35,A,0.1113,0.1492,0.0573,1.32,4.39,1.64,1.5,0.57,0
CMP_002859,Manufacturing_General,111.57,A,0.1117,0.1425,0.02,1.22,4.84,1.3,1.29,0.72,0
CMP_002860,FMCG_Distribution,98.46,AA,0.0395,0.0878,-0.0091,1.09,4.84,1.75,1.81,0.72,0
CMP_002861,Steel_Secondary,42.98,A,0.0857,0.0565,-0.0561,1.96,3.7,1.85,0.93,0.42,0
CMP_002862,Chemical,165.84,AAA,0.0689,0.1212,0.0324,1.25,6.03,1.26,1.4,0.54,0
CMP_002863,NBFC,41.08,BB,0.0812,0.1578,0.0642,4.04,3.5,1.29,0.29,0.29,0
CMP_002864,Cement,182.66,BBB,0.0542,0.1043,0.0304,2.79,4.47,1.48,1.18,0.44,0
CMP_002865,NBFC,77.27,NR,-0.017,0.1724,-0.0022,4.9,3.37,1.08,0.92,0.32,0
CMP_002866,IT_Services,53.91,A,0.0583,0.2043,0.0903,0.48,6.56,2.08,2.19,0.81,0
CMP_002867,Real_Estate_Commercial,26.84,BBB,0.0789,0.2154,0.1149,2.19,5.25,1.77,1.87,0.56,0
CMP_002868,Steel_Secondary,50.88,BBB,0.075,0.0147,-0.0699,2.93,4.43,2.06,0.81,0.29,0
CMP_002869,Steel_Primary,46.39,AAA,0.0685,0.1551,0.056,2.57,4.0,1.78,1.4,0.67,0
CMP_002870,FMCG_Distribution,19.95,B,0.0029,0.0047,-0.0486,1.37,4.0,1.53,0.75,0.37,0
CMP_002871,Chemical,45.87,AA,0.0442,0.1232,0.0251,1.05,5.71,1.51,1.45,0.41,0
CMP_002872,FMCG_Distribution,28.7,NR,0.0287,0.0158,-0.0416,3.03,3.12,1.24,1.64,0.42,0
CMP_002873,Cement,87.25,C,-0.0243,0.0464,-0.0621,2.42,2.88,1.19,0.1,0.13,0
CMP_002874,Infrastructure_Roads,155.25,BBB,0.0968,0.3655,0.2016,3.3,4.26,1.3,1.15,0.69,1
CMP_002875,IT_Services,20.46,BBB,0.0027,0.1342,0.0344,0.8,5.34,1.54,1.76,0.76,0
CMP_002876,IT_Services,214.83,BB,0.0379,0.1464,0.0579,0.47,4.2,1.77,0.91,0.57,0
CMP_002877,Textiles_Cotton,49.26,BBB,0.074,0.0961,0.0041,2.12,5.32,1.62,1.05,0.4,0
CMP_002878,NBFC,25.03,BB,0.0871,0.1672,0.0798,6.75,3.36,1.14,0.82,0.48,0
CMP_002879,Textiles_Cotton,100.1,AA,0.1333,0.1072,0.0196,3.68,4.15,1.63,1.09,0.43,0
CMP_002880,Steel_Secondary,38.2,AA,0.1228,0.0623,-0.0143,1.56,6.59,1.77,0.85,0.49,0
CMP_002881,FMCG_Distribution,51.14,BBB,0.0939,0.06,-0.028,1.05,3.69,1.86,1.39,0.71,0
CMP_002882,Textiles_Cotton,39.51,BBB,0.0325,0.0684,-0.0279,4.2,4.01,1.55,0.68,0.29,0
CMP_002883,Manufacturing_General,28.41,C,-0.0296,0.0446,-0.0603,2.76,3.71,0.35,0.43,0.15,0
CMP_002884,Manufacturing_General,97.44,AA,0.0499,0.111,0.0166,2.2,4.42,1.96,1.32,0.52,0
CMP_002885,Chemical,43.42,B,0.0587,0.0409,-0.0366,3.11,3.02,1.37,1.27,0.21,0
CMP_002886,IT_Services,17.3,A,0.0496,0.2043,0.0992,0.54,4.51,1.37,2.18,0.6,0
CMP_002887,Cement,84.85,BBB,0.1052,0.1276,0.0229,0.93,2.79,1.29,1.65,0.56,0
CMP_002888,Hospitals_Healthcare,20.81,BBB,0.1206,0.208,0.0505,2.68,5.66,2.08,2.42,0.81,0
CMP_002889,Hospitals_Healthcare,21.7,BBB,0.0437,0.2438,0.1406,0.44,4.71,1.56,1.77,0.62,0
CMP_002890,Steel_Secondary,141.75,A,0.0846,0.0615,0.0152,1.44,4.18,1.94,0.76,0.33,0
CMP_002891,Real_Estate_Residential,20.97,BBB,0.0725,0.1877,0.0793,1.28,3.2,1.44,0.8,0.35,0
CMP_002892,Infrastructure_Roads,10.0,B,0.0215,0.3742,0.1944,6.34,2.52,1.43,0.85,0.52,0
CMP_002893,Real_Estate_Residential,89.86,BBB,0.046,0.135,0.0296,6.12,3.16,1.32,0.95,0.11,0
CMP_002894,Manufacturing_General,42.82,BBB,0.1123,0.0739,-0.056,1.24,4.55,1.67,1.07,0.61,0
CMP_002895,FMCG_Distribution,45.87,B,0.039,0.0215,-0.0581,4.71,3.86,1.37,0.7,0.39,0
CMP_002896,Pharma,42.45,BB,0.0659,0.1258,0.0261,2.45,4.87,0.98,1.86,0.5,0
CMP_002897,Steel_Secondary,65.72,BBB,0.0408,0.0227,-0.0826,2.52,5.16,1.66,1.38,0.3,0
CMP_002898,Cement,29.9,A,0.1088,0.1084,0.0354,2.51,5.3,1.52,1.6,0.63,0
CMP_002899,Manufacturing_General,177.84,C,-0.0295,0.041,-0.013,2.0,4.25,1.31,0.35,0.21,1
CMP_002900,Manufacturing_General,16.76,BBB,0.0916,0.054,-0.0219,1.45,5.54,1.7,1.36,0.56,0
CMP_002901,Infrastructure_Roads,77.94,A,0.0987,0.3215,0.212,3.49,5.5,1.63,1.31,0.78,0
CMP_002902,Manufacturing_General,91.26,A,0.064,0.1062,0.0002,1.12,4.95,2.13,1.89,0.54,0
CMP_002903,Cement,29.73,B,0.0474,0.0629,-0.0099,1.05,4.19,0.71,0.69,0.3,0
CMP_002904,Pharma,24.07,AA,0.0937,0.1058,-0.0038,0.73,4.58,2.3,1.94,0.63,0
CMP_002905,Manufacturing_General,123.19,NR,0.0614,0.0326,-0.0766,1.65,4.15,2.05,1.47,0.44,0
CMP_002906,Agri_Food,24.71,A,0.0854,0.0582,-0.0218,2.18,6.25,1.64,1.64,0.36,0
CMP_002907,Textiles_Cotton,33.6,B,0.0376,0.0486,-0.0546,2.42,3.18,1.5,0.84,0.18,0
CMP_002908,Steel_Secondary,111.04,BBB,0.079,0.0294,-0.0643,0.91,4.09,1.77,0.93,0.45,0
CMP_002909,Steel_Secondary,56.14,BBB,0.0694,0.015,-0.0959,3.07,4.13,0.87,1.82,0.24,0
CMP_002910,Textiles_Cotton,12.97,C,-0.0219,-0.0024,-0.04,6.5,2.87,1.09,0.32,0.13,1
CMP_002911,Manufacturing_General,220.89,BBB,0.0626,0.1026,0.0129,1.25,4.09,1.23,1.56,0.63,0
CMP_002912,Real_Estate_Commercial,35.73,BBB,0.0812,0.1708,0.0303,4.87,4.71,1.23,1.69,0.68,0
CMP_002913,Agri_Food,39.56,AA,0.093,0.0221,-0.0385,2.62,5.2,1.71,1.45,0.33,0
CMP_002914,Textiles_Cotton,67.0,AAA,0.1345,0.1026,0.0298,1.0,5.89,1.79,1.45,0.46,0
CMP_002915,Real_Estate_Residential,90.02,A,0.1085,0.1386,0.0226,1.78,6.59,2.08,0.67,0.47,0
CMP_002916,Real_Estate_Commercial,262.14,BB,0.0165,0.232,0.121,2.34,3.74,1.2,1.11,0.5,0
CMP_002917,Hospitals_Healthcare,14.47,A,0.0743,0.2069,0.0761,1.43,4.72,1.6,1.19,0.71,0
CMP_002918,Cement,105.72,A,0.0696,0.1614,0.0429,0.43,3.33,2.1,1.38,0.55,0
CMP_002919,Steel_Secondary,98.93,BBB,0.0596,-0.0042,-0.0669,1.66,3.21,1.45,1.0,0.31,0
CMP_002920,Steel_Secondary,48.92,BB,0.0588,0.0155,-0.0695,1.87,4.11,1.35,0.67,0.08,0
CMP_002921,Real_Estate_Residential,102.5,BB,0.0769,0.1128,0.0195,9.21,4.43,1.66,0.23,0.13,0
CMP_002922,Hospitals_Healthcare,115.29,A,0.097,0.2543,0.122,1.64,5.39,1.95,2.11,0.7,0
CMP_002923,Textiles_Cotton,18.07,AA,0.1377,0.0941,-0.0113,1.23,5.46,1.81,0.66,0.55,0
CMP_002924,Steel_Primary,221.37,NR,0.078,0.1384,0.0447,1.29,5.47,1.84,1.55,0.46,0
CMP_002925,FMCG_Distribution,15.69,A,0.0502,0.0385,-0.0151,1.13,6.2,1.38,1.19,0.59,0
CMP_002926,Hospitals_Healthcare,22.02,B,0.0189,0.1377,-0.0126,1.84,3.5,1.11,1.75,0.46,0
CMP_002927,Agri_Food,44.28,B,0.0572,0.0125,-0.0536,1.85,2.93,1.79,0.58,0.0,0
CMP_002928,Real_Estate_Commercial,254.67,BB,-0.0087,0.2449,0.0979,2.02,4.67,0.61,1.02,0.63,0
CMP_002929,Cement,42.67,A,0.0311,0.088,0.0113,1.55,5.62,1.56,1.55,0.57,0
CMP_002930,NBFC,53.22,B,0.0254,0.12,0.0319,3.48,3.48,0.82,0.43,0.28,0
CMP_002931,Real_Estate_Residential,171.69,BB,0.088,0.1054,-0.0008,1.83,3.86,1.42,1.21,0.13,0
CMP_002932,Manufacturing_General,42.94,BBB,0.1256,0.0357,-0.0761,1.05,4.18,1.8,1.44,0.55,0
CMP_002933,Pharma,21.27,BBB,0.0628,0.1269,0.0145,0.76,4.5,1.92,1.29,0.5,0
CMP_002934,Real_Estate_Residential,39.1,A,0.1162,0.0869,0.0056,1.75,5.15,1.52,0.61,0.29,0
CMP_002935,Manufacturing_General,163.47,A,0.0861,0.0399,-0.0048,2.42,4.29,1.47,0.96,0.68,0
CMP_002936,Infrastructure_Roads,57.78,BBB,0.0129,0.3085,0.1804,4.58,3.96,1.24,1.27,0.75,0
CMP_002937,NBFC,255.83,BBB,0.0738,0.18,0.0963,4.55,5.08,1.65,1.64,0.53,0
CMP_002938,Chemical,98.53,BBB,0.0485,0.1006,0.0219,1.96,3.9,2.23,1.2,0.41,0
CMP_002939,Manufacturing_General,32.59,BBB,0.1103,0.1059,0.012,1.19,4.71,1.47,1.69,0.67,0
CMP_002940,Textiles_Cotton,56.88,BBB,0.0767,0.0642,-0.0151,0.66,4.77,1.66,0.59,0.32,0
CMP_002941,NBFC,27.59,BB,0.0088,0.2256,0.1074,4.85,4.25,1.54,0.37,0.42,0
CMP_002942,Steel_Secondary,31.98,C,-0.037,-0.0381,-0.1612,3.97,2.81,1.01,0.26,0.07,0
CMP_002943,Real_Estate_Residential,500.0,A,0.0782,0.2063,0.0985,1.82,6.11,2.09,1.41,0.27,0
CMP_002944,Real_Estate_Commercial,123.33,BBB,-0.0245,0.1763,0.0268,1.4,4.88,1.96,1.61,0.64,0
CMP_002945,Manufacturing_General,108.73,A,0.0623,0.0846,0.0108,0.82,4.41,1.96,1.75,0.61,0
CMP_002946,IT_Services,33.16,BB,0.0224,0.1639,0.0511,1.03,4.09,1.6,2.26,0.5,0
CMP_002947,IT_Services,191.65,BB,-0.0293,0.1409,0.0159,0.99,5.29,1.14,1.26,0.49,0
CMP_002948,Steel_Primary,131.57,NR,0.0981,0.0782,0.009,2.92,4.28,1.16,1.59,0.34,0
CMP_002949,Chemical,245.99,A,0.1328,0.067,0.0234,1.07,6.11,1.56,1.92,0.35,0
CMP_002950,Hospitals_Healthcare,236.63,NR,0.0247,0.2054,0.0946,1.54,3.47,1.63,1.93,0.64,0
CMP_002951,Real_Estate_Residential,16.72,AA,0.0753,0.1907,0.0905,2.49,4.25,1.68,0.47,0.32,0
CMP_002952,Real_Estate_Residential,22.47,BBB,0.111,0.1552,0.0442,2.07,2.82,1.77,0.21,0.29,0
CMP_002953,IT_Services,24.46,AA,0.0615,0.1925,0.082,0.95,6.62,1.85,1.92,0.7,0
CMP_002954,Chemical,25.66,C,-0.0329,0.0141,-0.0659,4.88,1.96,0.75,0.64,0.02,1
CMP_002955,Real_Estate_Residential,70.72,BBB,0.0689,0.1474,0.0657,1.48,4.75,1.99,1.45,0.34,0
CMP_002956,Real_Estate_Commercial,34.69,BB,0.0156,0.1603,0.0241,2.22,5.38,1.25,1.21,0.55,0
CMP_002957,FMCG_Distribution,286.6,B,0.0885,-0.002,-0.0457,2.32,4.63,1.56,1.24,0.47,0
CMP_002958,Textiles_Cotton,250.57,A,0.1013,0.117,0.0196,2.49,4.98,1.43,0.73,0.34,0
CMP_002959,Hospitals_Healthcare,54.32,AA,0.0796,0.16,0.0233,1.52,6.08,1.57,1.91,0.78,0
CMP_002960,Textiles_Cotton,260.93,B,0.0417,0.0532,-0.0154,3.49,3.12,1.0,0.6,0.17,0
CMP_002961,Steel_Secondary,179.56,BBB,0.0257,0.0585,0.0092,3.12,5.11,1.28,1.21,0.43,0
CMP_002962,Steel_Secondary,38.07,A,0.0519,0.0498,-0.0552,2.61,4.71,1.33,0.99,0.26,0
CMP_002963,Agri_Food,10.94,BBB,0.1341,0.0713,-0.0045,2.1,4.44,1.73,0.22,0.16,0
CMP_002964,FMCG_Distribution,45.86,BBB,0.0724,0.0351,-0.0302,1.04,4.66,1.34,1.51,0.63,0
CMP_002965,Real_Estate_Residential,32.6,AA,0.1213,0.1351,0.038,5.3,5.79,1.84,1.68,0.24,0
CMP_002966,Real_Estate_Commercial,64.41,A,0.0904,0.1699,0.075,1.88,6.03,1.74,1.53,0.74,0
CMP_002967,Pharma,58.64,AA,0.1457,0.1679,0.0328,1.06,4.87,2.08,2.06,0.78,0
CMP_002968,Chemical,57.42,BBB,-0.0057,0.0971,0.0213,3.79,3.74,1.36,1.02,0.46,0
CMP_002969,IT_Services,83.01,C,-0.0231,0.0949,-0.0026,1.39,2.46,1.34,0.82,0.26,1
CMP_002970,Steel_Primary,20.7,NR,0.1052,0.0818,-0.036,1.92,5.29,1.04,0.87,0.22,1
CMP_002971,Manufacturing_General,75.88,BB,0.0883,0.0719,-0.0159,2.76,5.19,0.63,1.03,0.42,0
CMP_002972,Infrastructure_Roads,38.41,A,0.1316,0.2988,0.1463,3.2,3.84,1.74,1.13,0.88,0
CMP_002973,Real_Estate_Commercial,64.07,C,0.0141,0.2056,0.0164,2.59,4.44,0.8,1.58,0.43,1
CMP_002974,Steel_Primary,117.44,BBB,0.04,0.127,-0.0026,1.86,3.72,1.93,0.72,0.43,0
CMP_002975,Manufacturing_General,20.5,A,0.0507,0.147,0.051,0.96,5.58,1.9,1.26,0.54,0
CMP_002976,Hospitals_Healthcare,43.6,D,-0.0399,0.1067,-0.0289,7.25,2.28,0.92,0.64,0.3,1
CMP_002977,Manufacturing_General,49.66,BB,0.0774,0.0795,0.0182,2.36,5.61,1.41,1.6,0.38,0
CMP_002978,Real_Estate_Residential,36.18,BB,0.0819,0.0978,0.0039,1.81,3.83,1.37,0.27,0.24,0
CMP_002979,Agri_Food,112.15,BB,0.0555,0.0615,0.0064,1.68,3.37,1.95,1.37,0.07,0
CMP_002980,Cement,30.68,A,0.1066,0.1294,0.0034,1.74,4.54,1.61,1.65,0.62,0
CMP_002981,Textiles_Cotton,35.01,A,0.0913,0.0702,-0.0093,1.07,6.99,1.89,0.75,0.32,0
CMP_002982,Real_Estate_Residential,30.94,BB,0.0939,0.1255,-0.0005,12.0,4.34,1.22,0.74,0.03,0
CMP_002983,Hospitals_Healthcare,130.8,A,0.1189,0.1932,0.0759,0.76,3.95,1.71,1.61,0.73,0
CMP_002984,Pharma,36.82,BBB,0.0222,0.2025,0.0518,2.01,3.74,1.2,1.72,0.66,0
CMP_002985,Agri_Food,78.89,BB,0.0554,0.0392,-0.0535,1.78,2.46,1.41,0.63,0.06,0
CMP_002986,Manufacturing_General,265.22,BB,-0.0089,0.1268,-0.0087,1.26,4.63,1.5,1.42,0.44,0
CMP_002987,IT_Services,51.43,BBB,0.0504,0.2134,0.0758,0.94,3.63,1.8,2.0,0.73,0
CMP_002988,Real_Estate_Residential,132.91,B,0.05,0.0925,-0.051,3.14,4.28,1.29,0.84,0.12,0
CMP_002989,FMCG_Distribution,207.91,B,-0.0221,-0.0123,-0.1363,2.92,4.14,1.21,0.67,0.32,1
CMP_002990,Manufacturing_General,124.18,BB,0.0348,0.0195,-0.0894,0.99,3.96,1.99,1.02,0.38,0
CMP_002991,Hospitals_Healthcare,53.87,A,0.08,0.1744,0.066,2.1,5.73,1.69,1.71,0.8,0
CMP_002992,Pharma,91.26,A,0.0915,0.1735,0.0653,1.02,5.54,1.73,1.67,0.54,0
CMP_002993,Cement,19.49,BBB,0.0557,0.1042,0.0228,1.65,4.55,1.54,1.39,0.46,0
CMP_002994,Manufacturing_General,29.25,A,0.0368,0.1217,0.048,1.99,4.23,1.79,2.24,0.65,0
CMP_002995,FMCG_Distribution,33.66,A,0.0785,0.0162,-0.0792,0.44,5.1,1.63,1.63,0.48,0
CMP_002996,Manufacturing_General,327.83,A,0.0235,0.1311,0.0346,1.65,5.31,1.69,1.75,0.67,0
CMP_002997,Steel_Secondary,28.5,BBB,0.0648,0.0459,-0.0236,4.08,5.0,1.85,1.13,0.42,0
CMP_002998,Steel_Secondary,28.16,C,0.0044,-0.05,-0.1105,4.39,3.36,1.11,0.77,0.17,1
CMP_002999,FMCG_Distribution,23.69,AA,0.0861,0.0772,0.0017,0.74,5.3,2.11,1.59,0.63,0
CMP_003000,Real_Estate_Residential,85.44,BB,0.0361,0.1839,0.0959,1.43,4.45,0.95,1.74,0.19,0
CMP_003001,Infrastructure_Roads,61.2,BB,-0.0046,0.3641,0.2061,4.29,5.23,1.88,1.24,0.69,0
CMP_003002,Textiles_Cotton,130.24,AA,0.0814,0.0957,0.0364,5.02,4.13,2.11,1.63,0.44,0
CMP_003003,NBFC,93.41,D,0.0416,0.1286,-0.0093,9.3,2.06,0.93,1.27,0.1,1
CMP_003004,Pharma,18.1,BBB,0.121,0.1825,0.0817,2.13,4.57,1.58,1.8,0.58,0
CMP_003005,Hospitals_Healthcare,28.62,BBB,0.1778,0.2133,0.0494,2.52,4.15,1.88,1.56,0.74,0
CMP_003006,FMCG_Distribution,162.76,BB,0.1255,0.0551,-0.0763,0.96,4.36,1.19,0.96,0.33,0
CMP_003007,Manufacturing_General,46.4,A,0.0324,0.1053,0.0263,1.65,3.87,1.71,1.17,0.51,0
CMP_003008,Real_Estate_Residential,141.19,BB,0.0395,0.1427,0.0433,5.11,3.38,1.5,1.08,0.08,0
CMP_003009,Manufacturing_General,48.44,AA,0.0919,0.1027,0.023,0.65,6.72,1.26,2.2,0.54,0
CMP_003010,Pharma,25.18,B,0.0321,0.0927,-0.0513,2.25,3.45,1.35,1.46,0.29,0
CMP_003011,Steel_Secondary,42.84,BBB,0.0707,0.0252,-0.0594,4.71,3.51,1.2,0.86,0.29,0
