Company_ID,Sector,Credit_Rating,Score_Financial_Health,Score_Credit_Behaviour,Score_External_Risk,Score_Text_Signals,Final_Score,PD_Meta,Decision,Loan_Limit_Crore,Interest_Rate_Pct,Actual_Default
CMP_002542,Hospitals_Healthcare,BBB,39.05,29.34,19.23,9.86,97.48,0.0,APPROVE,130.95,10.0,0
CMP_002543,NBFC,NR,39.03,29.35,19.25,9.86,97.49,0.0,APPROVE,54.22,10.0,0
CMP_002544,Manufacturing_General,A,39.05,29.35,18.88,9.86,97.14,0.0,APPROVE,22.85,10.0,0
CMP_002545,IT_Services,AA,39.05,29.34,19.2,9.86,97.45,0.0,APPROVE,55.69,10.0,0
CMP_002546,Manufacturing_General,BB,39.04,29.33,19.05,9.86,97.28,0.0,APPROVE,30.24,10.0,0
CMP_002547,Cement,A,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,7.78,10.0,0
CMP_002548,Cement,B,36.81,29.28,19.25,9.86,95.2,0.0,APPROVE,80.81,10.0,0
CMP_002549,Manufacturing_General,BB,39.05,29.3,19.25,9.85,97.45,0.0,APPROVE,91.77,10.0,0
CMP_002550,Steel_Secondary,NR,38.92,29.21,19.13,9.86,97.12,0.0,APPROVE,166.28,10.0,0
CMP_002551,Manufacturing_General,BBB,39.04,29.35,19.22,9.86,97.47,0.0,APPROVE,53.57,10.0,0
CMP_002552,Hospitals_Healthcare,BB,39.04,29.35,19.24,9.8,97.43,0.0,APPROVE,31.32,10.0,0
CMP_002553,Chemical,BBB,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,74.54,10.0,0
CMP_002554,Manufacturing_General,BB,39.0,29.35,19.14,9.86,97.35,0.0,APPROVE,75.42,10.0,0
CMP_002555,Chemical,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,141.74,10.0,0
CMP_002556,Pharma,A,39.05,29.35,18.94,9.85,97.19,0.0,APPROVE,36.88,10.0,0
CMP_002557,Steel_Secondary,BBB,39.05,29.35,19.23,9.85,97.48,0.0,APPROVE,33.47,10.0,0
CMP_002558,Manufacturing_General,BBB,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,21.56,10.0,0
CMP_002559,IT_Services,B,15.58,11.23,14.88,5.69,47.38,1.0,REJECT,0.0,,1
CMP_002560,Infrastructure_Roads,BB,39.05,29.32,19.22,9.85,97.44,0.0,APPROVE,11.07,10.0,0
CMP_002561,Real_Estate_Residential,BB,39.05,29.33,19.18,9.86,97.42,0.0,APPROVE,71.11,10.0,0
CMP_002562,Manufacturing_General,A,39.05,29.35,19.07,9.86,97.33,0.0,APPROVE,61.17,10.0,0
CMP_002563,Manufacturing_General,BB,39.05,29.23,19.25,9.62,97.15,0.0,APPROVE,61.03,10.0,0
CMP_002564,Cement,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,42.69,10.0,0
CMP_002565,Steel_Secondary,C,34.29,28.09,19.25,9.38,91.01,0.0,APPROVE,130.28,10.0,0
CMP_002566,Textiles_Cotton,C,29.8,25.05,13.15,7.85,75.85,0.0954,APPROVE,76.78,10.0,0
CMP_002567,Steel_Secondary,AA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,23.51,10.0,0
CMP_002568,Hospitals_Healthcare,B,36.73,15.62,18.79,9.85,80.99,0.0075,APPROVE,23.86,10.0,0
CMP_002569,Chemical,AA,39.05,29.35,19.2,9.86,97.46,0.0,APPROVE,18.91,10.0,0
CMP_002570,Cement,BBB,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,59.4,10.0,0
CMP_002571,FMCG_Distribution,BBB,39.05,29.34,19.16,9.83,97.38,0.0,APPROVE,17.17,10.0,0
CMP_002572,Steel_Secondary,A,39.05,29.32,19.25,9.85,97.47,0.0,APPROVE,90.92,10.0,0
CMP_002573,IT_Services,BB,39.05,29.35,19.21,9.85,97.46,0.0,APPROVE,110.14,10.0,0
CMP_002574,Textiles_Cotton,AAA,39.05,29.35,19.25,9.81,97.46,0.0,APPROVE,18.92,10.0,0
CMP_002575,NBFC,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,32.95,10.0,0
CMP_002576,Agri_Food,BBB,39.05,29.35,17.87,9.86,96.13,0.0,APPROVE,38.73,10.0,0
CMP_002577,NBFC,BB,39.02,28.84,19.25,9.8,96.91,0.0,APPROVE,77.52,10.0,0
CMP_002578,Steel_Primary,C,17.26,10.58,14.08,4.4,46.32,1.0,REJECT,0.0,,1
CMP_002579,NBFC,BB,39.03,29.33,19.21,9.82,97.39,0.0,APPROVE,9.93,10.0,0
CMP_002580,Manufacturing_General,BB,39.04,29.34,19.16,9.19,96.73,0.0,APPROVE,29.63,10.0,0
CMP_002581,FMCG_Distribution,BBB,39.05,29.35,19.21,9.85,97.46,0.0,APPROVE,30.89,10.0,0
CMP_002582,IT_Services,AAA,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,12.46,10.0,0
CMP_002583,IT_Services,A,39.05,29.35,18.76,9.86,97.02,0.0,APPROVE,25.93,10.0,0
CMP_002584,NBFC,BBB,39.05,29.35,19.25,9.84,97.49,0.0,APPROVE,53.82,10.0,0
CMP_002585,NBFC,BB,39.04,29.2,19.25,9.85,97.34,0.0,APPROVE,30.58,10.0,0
CMP_002586,Manufacturing_General,BBB,39.05,29.35,19.14,9.86,97.4,0.0,APPROVE,11.11,10.0,0
CMP_002587,Real_Estate_Residential,BB,39.05,29.3,19.2,9.71,97.26,0.0,APPROVE,350.0,10.0,0
CMP_002588,Textiles_Cotton,BBB,39.05,29.35,19.25,9.83,97.48,0.0,APPROVE,47.29,10.0,0
CMP_002589,Real_Estate_Residential,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,41.79,10.0,0
CMP_002590,Hospitals_Healthcare,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,15.88,10.0,0
CMP_002591,Hospitals_Healthcare,B,39.0,29.1,19.21,8.31,95.62,0.0,APPROVE,47.08,10.0,0
CMP_002592,Pharma,BB,39.05,29.35,18.95,9.86,97.21,0.0,APPROVE,33.52,10.0,0
CMP_002593,Pharma,C,14.59,12.73,13.28,6.29,46.89,1.0,REJECT,0.0,,1
CMP_002594,Manufacturing_General,A,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,16.23,10.0,0
CMP_002595,Infrastructure_Roads,NR,39.03,29.32,19.25,9.86,97.46,0.0,APPROVE,72.18,10.0,0
CMP_002596,Textiles_Cotton,A,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,181.01,10.0,0
CMP_002597,IT_Services,AAA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,51.27,10.0,0
CMP_002598,Steel_Secondary,NR,38.99,28.64,19.15,9.85,96.63,0.0,APPROVE,92.37,10.0,0
CMP_002599,Manufacturing_General,A,39.05,29.34,19.24,9.86,97.49,0.0,APPROVE,33.74,10.0,0
CMP_002600,NBFC,BB,39.02,29.3,19.01,9.86,97.19,0.0,APPROVE,35.66,10.0,0
CMP_002601,Manufacturing_General,A,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,91.48,10.0,0
CMP_002602,Real_Estate_Commercial,BBB,39.05,29.34,19.24,9.84,97.47,0.0,APPROVE,144.54,10.0,0
CMP_002603,Steel_Secondary,C,15.28,17.66,19.24,5.51,57.69,0.9991,CONDITIONAL,64.94,13.12,1
CMP_002604,Manufacturing_General,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,16.28,10.0,0
CMP_002605,IT_Services,BB,39.05,29.26,19.19,9.86,97.36,0.0,APPROVE,36.22,10.0,0
CMP_002606,Manufacturing_General,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,47.72,10.0,0
CMP_002607,Textiles_Cotton,BB,39.05,29.34,19.25,9.85,97.49,0.0,APPROVE,31.05,10.0,0
CMP_002608,Real_Estate_Residential,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,52.12,10.0,0
CMP_002609,Manufacturing_General,A,39.05,29.35,19.18,9.86,97.44,0.0,APPROVE,73.68,10.0,0
CMP_002610,Hospitals_Healthcare,BBB,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,85.25,10.0,0
CMP_002611,Manufacturing_General,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,147.23,10.0,0
CMP_002612,Textiles_Cotton,C,33.51,25.2,19.24,5.69,83.64,0.0019,APPROVE,29.36,10.0,0
CMP_002613,Real_Estate_Commercial,BBB,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,12.83,10.0,0
CMP_002614,Steel_Secondary,A,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,50.9,10.0,0
CMP_002615,Manufacturing_General,BBB,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,172.49,10.0,0
CMP_002616,Steel_Primary,BBB,39.05,29.35,19.18,9.85,97.43,0.0,APPROVE,26.1,10.0,0
CMP_002617,Textiles_Cotton,BB,39.03,29.34,19.18,9.09,96.64,0.0,APPROVE,66.21,10.0,0
CMP_002618,Hospitals_Healthcare,NR,39.03,29.35,19.25,9.86,97.49,0.0,APPROVE,66.68,10.0,0
CMP_002619,Steel_Secondary,BBB,39.04,29.35,19.24,9.86,97.49,0.0,APPROVE,44.54,10.0,0
CMP_002620,Infrastructure_Roads,B,38.71,28.97,19.22,6.98,93.88,0.0,APPROVE,38.43,10.0,0
CMP_002621,FMCG_Distribution,BBB,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,18.26,10.0,0
CMP_002622,Cement,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,7.0,10.0,0
CMP_002623,FMCG_Distribution,BB,39.05,29.24,19.05,9.86,97.2,0.0,APPROVE,15.7,10.0,0
CMP_002624,Steel_Primary,BBB,39.05,29.34,19.23,9.55,97.17,0.0,APPROVE,27.97,10.0,0
CMP_002625,Agri_Food,BB,39.04,29.21,19.21,6.95,94.41,0.0,APPROVE,91.95,10.0,0
CMP_002626,Manufacturing_General,C,38.38,28.34,19.14,6.96,92.82,0.0,APPROVE,35.19,10.0,0
CMP_002627,Real_Estate_Residential,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,25.23,10.0,0
CMP_002628,IT_Services,C,12.91,13.22,13.22,4.44,43.79,1.0,REJECT,0.0,,1
CMP_002629,Steel_Primary,BB,39.05,29.31,19.21,9.85,97.42,0.0,APPROVE,64.64,10.0,0
CMP_002630,NBFC,BBB,39.05,29.35,19.25,9.83,97.48,0.0,APPROVE,113.29,10.0,0
CMP_002631,Real_Estate_Residential,BBB,39.05,29.32,19.24,9.86,97.47,0.0,APPROVE,89.49,10.0,0
CMP_002632,Manufacturing_General,BBB,39.05,29.35,19.18,9.86,97.44,0.0,APPROVE,62.07,10.0,0
CMP_002633,Manufacturing_General,NR,39.05,29.31,19.22,9.45,97.03,0.0,APPROVE,11.74,10.0,0
CMP_002634,Real_Estate_Residential,BB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,28.85,10.0,0
CMP_002635,Real_Estate_Residential,AA,39.05,29.35,19.25,9.71,97.36,0.0,APPROVE,181.48,10.0,0
CMP_002636,Agri_Food,BBB,39.04,29.34,19.24,9.86,97.48,0.0,APPROVE,93.77,10.0,0
CMP_002637,Infrastructure_Roads,BB,39.03,29.34,19.2,9.86,97.43,0.0,APPROVE,11.17,10.0,0
CMP_002638,Chemical,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,36.55,10.0,0
CMP_002639,Real_Estate_Residential,AAA,39.05,29.35,19.21,9.86,97.47,0.0,APPROVE,51.1,10.0,0
CMP_002640,Steel_Secondary,BBB,39.05,29.35,19.21,9.85,97.46,0.0,APPROVE,20.77,10.0,0
CMP_002641,Manufacturing_General,BBB,39.05,29.32,19.23,9.86,97.46,0.0,APPROVE,7.0,10.0,0
CMP_002642,Infrastructure_Roads,BBB,39.04,29.35,19.25,9.86,97.5,0.0,APPROVE,41.36,10.0,0
CMP_002643,NBFC,A,39.05,29.35,19.25,9.78,97.43,0.0,APPROVE,20.35,10.0,0
CMP_002644,Manufacturing_General,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,20.41,10.0,0
CMP_002645,Steel_Primary,BB,39.04,29.15,19.2,9.81,97.2,0.0,APPROVE,28.78,10.0,0
CMP_002646,Chemical,BBB,39.05,29.35,19.19,9.86,97.45,0.0,APPROVE,34.34,10.0,0
CMP_002647,IT_Services,A,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,37.94,10.0,0
CMP_002648,Cement,BBB,39.05,29.33,19.2,9.86,97.44,0.0,APPROVE,18.84,10.0,0
CMP_002649,IT_Services,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,32.05,10.0,0
CMP_002650,Textiles_Cotton,AA,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,9.37,10.0,0
CMP_002651,Steel_Primary,A,39.05,29.07,19.24,9.86,97.22,0.0,APPROVE,49.01,10.0,0
CMP_002652,Steel_Primary,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,7.0,10.0,0
CMP_002653,Manufacturing_General,B,39.05,29.33,19.24,9.71,97.33,0.0,APPROVE,30.32,10.0,0
CMP_002654,Infrastructure_Roads,BB,39.04,29.35,19.11,9.52,97.02,0.0,APPROVE,79.73,10.0,0
CMP_002655,Cement,BB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,16.38,10.0,0
CMP_002656,Hospitals_Healthcare,BB,39.02,29.33,19.19,9.86,97.4,0.0,APPROVE,67.79,10.0,0
CMP_002657,FMCG_Distribution,BB,39.05,29.21,19.24,9.8,97.3,0.0,APPROVE,96.34,10.0,0
CMP_002658,Textiles_Cotton,BBB,39.05,29.3,19.25,9.85,97.45,0.0,APPROVE,7.0,10.0,0
CMP_002659,Real_Estate_Residential,BB,38.99,29.26,19.25,9.71,97.21,0.0,APPROVE,33.86,10.0,0
CMP_002660,IT_Services,AA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,7.0,10.0,0
CMP_002661,FMCG_Distribution,BB,39.05,29.35,19.15,9.85,97.4,0.0,APPROVE,34.77,10.0,0
CMP_002662,Textiles_Cotton,BB,39.05,29.32,19.24,9.85,97.46,0.0,APPROVE,38.0,10.0,0
CMP_002663,Real_Estate_Residential,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,7.0,10.0,0
CMP_002664,NBFC,BBB,39.04,29.35,19.22,9.78,97.39,0.0,APPROVE,178.26,10.0,0
CMP_002665,Steel_Secondary,A,39.04,29.35,19.23,9.86,97.48,0.0,APPROVE,48.05,10.0,0
CMP_002666,Manufacturing_General,BB,39.04,29.35,19.25,9.85,97.49,0.0,APPROVE,19.38,10.0,0
CMP_002667,Real_Estate_Residential,BB,39.0,29.35,19.23,9.84,97.42,0.0,APPROVE,123.42,10.0,1
CMP_002668,Real_Estate_Commercial,B,39.01,29.25,19.17,9.85,97.28,0.0,APPROVE,9.09,10.0,0
CMP_002669,Steel_Secondary,BBB,39.05,29.28,19.25,9.84,97.42,0.0,APPROVE,14.29,10.0,0
CMP_002670,NBFC,BB,39.05,29.34,19.23,9.86,97.48,0.0,APPROVE,7.0,10.0,0
CMP_002671,Cement,BBB,39.05,29.35,19.13,9.86,97.39,0.0,APPROVE,161.44,10.0,0
CMP_002672,Real_Estate_Residential,C,34.98,26.91,19.24,8.87,90.0,0.0001,APPROVE,49.86,10.0,0
CMP_002673,Textiles_Cotton,BBB,39.05,29.32,19.25,9.82,97.44,0.0,APPROVE,64.77,10.0,0
CMP_002674,FMCG_Distribution,BBB,39.05,29.35,19.18,9.86,97.44,0.0,APPROVE,48.62,10.0,0
CMP_002675,Steel_Secondary,BBB,39.04,29.35,19.24,9.84,97.47,0.0,APPROVE,60.48,10.0,0
CMP_002676,Steel_Primary,BB,39.05,29.3,19.25,9.86,97.46,0.0,APPROVE,40.68,10.0,0
CMP_002677,Manufacturing_General,NR,39.05,29.35,19.08,9.86,97.34,0.0,APPROVE,47.47,10.0,0
CMP_002678,Manufacturing_General,AA,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,41.66,10.0,0
CMP_002679,IT_Services,AA,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,23.48,10.0,0
CMP_002680,Textiles_Cotton,NR,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,36.82,10.0,0
CMP_002681,Hospitals_Healthcare,BBB,39.05,29.34,19.13,9.32,96.84,0.0,APPROVE,47.57,10.0,0
CMP_002682,Manufacturing_General,BB,39.04,29.34,19.24,9.85,97.47,0.0,APPROVE,41.76,10.0,0
CMP_002683,Steel_Primary,BBB,39.05,29.35,19.17,9.86,97.43,0.0,APPROVE,11.72,10.0,0
CMP_002684,Steel_Secondary,AA,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,13.03,10.0,0
CMP_002685,Manufacturing_General,BB,39.04,29.32,19.22,9.86,97.44,0.0,APPROVE,90.89,10.0,0
CMP_002686,Manufacturing_General,BB,39.02,29.35,19.22,9.86,97.45,0.0,APPROVE,29.9,10.0,0
CMP_002687,Cement,BBB,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,61.01,10.0,0
CMP_002688,IT_Services,BBB,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,15.95,10.0,0
CMP_002689,Cement,B,37.37,29.03,19.25,9.75,95.4,0.0,APPROVE,11.76,10.0,0
CMP_002690,Pharma,AA,39.05,29.34,19.23,9.85,97.47,0.0,APPROVE,19.46,10.0,0
CMP_002691,NBFC,C,37.78,25.83,19.24,9.71,92.56,0.0,APPROVE,31.98,10.0,0
CMP_002692,Manufacturing_General,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,22.45,10.0,0
CMP_002693,IT_Services,BBB,39.05,29.35,19.06,9.54,97.0,0.0,APPROVE,107.6,10.0,0
CMP_002694,Agri_Food,NR,38.89,29.35,19.17,9.86,97.27,0.0,APPROVE,44.12,10.0,0
CMP_002695,IT_Services,BB,39.02,29.27,19.14,9.83,97.26,0.0,APPROVE,167.75,10.0,0
CMP_002696,Real_Estate_Residential,BBB,39.05,29.35,18.41,9.84,96.65,0.0,APPROVE,52.82,10.0,0
CMP_002697,Steel_Secondary,BB,39.05,28.94,19.19,9.83,97.01,0.0,APPROVE,7.0,10.0,0
CMP_002698,Infrastructure_Roads,BBB,39.03,29.35,19.25,9.86,97.49,0.0,APPROVE,88.96,10.0,0
CMP_002699,Infrastructure_Roads,A,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,11.42,10.0,0
CMP_002700,Pharma,NR,39.05,29.35,19.17,9.55,97.12,0.0,APPROVE,45.96,10.0,0
CMP_002701,Agri_Food,BB,39.05,27.2,18.98,9.85,95.08,0.0,APPROVE,20.57,10.0,0
CMP_002702,Manufacturing_General,BB,39.04,29.35,19.24,9.85,97.48,0.0,APPROVE,212.19,10.0,0
CMP_002703,Manufacturing_General,BBB,39.05,29.35,19.21,9.85,97.46,0.0,APPROVE,120.9,10.0,0
CMP_002704,Infrastructure_Roads,AA,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,21.11,10.0,0
CMP_002705,Hospitals_Healthcare,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,34.52,10.0,0
CMP_002706,Manufacturing_General,BBB,39.05,29.35,19.21,8.97,96.58,0.0,APPROVE,46.48,10.0,0
CMP_002707,Textiles_Cotton,BB,39.04,27.68,18.05,9.85,94.62,0.0,APPROVE,76.25,10.0,0
CMP_002708,Manufacturing_General,BBB,39.05,29.35,19.24,9.86,97.5,0.0,APPROVE,39.12,10.0,0
CMP_002709,Steel_Secondary,B,38.64,29.32,19.14,9.84,96.94,0.0,APPROVE,16.84,10.0,0
CMP_002710,Infrastructure_Roads,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,21.52,10.0,0
CMP_002711,IT_Services,BBB,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,38.08,10.0,0
CMP_002712,Steel_Secondary,A,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,102.61,10.0,0
CMP_002713,Steel_Primary,BBB,39.05,29.34,19.24,9.85,97.48,0.0,APPROVE,53.82,10.0,0
CMP_002714,Manufacturing_General,AA,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,20.59,10.0,0
CMP_002715,Steel_Secondary,NR,38.98,29.34,19.25,9.78,97.35,0.0,APPROVE,64.2,10.0,0
CMP_002716,NBFC,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,28.04,10.0,0
CMP_002717,Agri_Food,D,11.53,12.72,19.19,4.82,48.26,1.0,REJECT,0.0,,1
CMP_002718,Hospitals_Healthcare,BBB,39.04,29.35,19.23,9.86,97.48,0.0,APPROVE,288.57,10.0,0
CMP_002719,Manufacturing_General,NR,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,28.68,10.0,0
CMP_002720,FMCG_Distribution,BBB,39.05,29.31,19.23,9.86,97.45,0.0,APPROVE,72.58,10.0,0
CMP_002721,Infrastructure_Roads,NR,39.02,29.32,19.22,9.85,97.41,0.0,APPROVE,21.05,10.0,0
CMP_002722,Infrastructure_Roads,AAA,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,34.94,10.0,0
CMP_002723,IT_Services,BB,39.03,29.34,19.25,6.84,94.46,0.0,APPROVE,39.13,10.0,0
CMP_002724,Cement,C,35.0,25.06,19.23,9.84,89.13,0.0001,APPROVE,32.73,10.0,0
CMP_002725,Steel_Secondary,A,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,274.17,10.0,0
CMP_002726,Manufacturing_General,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,29.9,10.0,0
CMP_002727,Textiles_Cotton,BBB,39.05,29.35,19.23,9.5,97.13,0.0,APPROVE,61.12,10.0,0
CMP_002728,Textiles_Cotton,NR,39.03,29.24,19.19,6.13,93.59,0.0,APPROVE,8.16,10.0,0
CMP_002729,IT_Services,BBB,39.04,29.35,18.84,9.84,97.07,0.0,APPROVE,54.0,10.0,0
CMP_002730,Real_Estate_Commercial,BBB,39.04,29.32,19.25,9.85,97.46,0.0,APPROVE,95.29,10.0,0
CMP_002731,IT_Services,A,39.05,29.34,19.24,9.86,97.49,0.0,APPROVE,25.06,10.0,0
CMP_002732,Manufacturing_General,AAA,39.05,29.35,19.1,9.86,97.36,0.0,APPROVE,7.0,10.0,0
CMP_002733,Chemical,B,38.96,29.11,18.84,9.86,96.77,0.0,APPROVE,37.06,10.0,0
CMP_002734,Chemical,AA,39.05,29.35,19.23,9.86,97.49,0.0,APPROVE,38.74,10.0,0
CMP_002735,Infrastructure_Roads,BB,38.98,29.34,19.2,9.85,97.37,0.0,APPROVE,68.21,10.0,0
CMP_002736,Agri_Food,C,21.03,20.58,18.95,5.08,65.64,0.9518,CONDITIONAL,114.58,12.72,0
CMP_002737,Pharma,A,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,28.2,10.0,0
CMP_002738,Agri_Food,BB,39.04,29.33,19.18,9.86,97.41,0.0,APPROVE,19.26,10.0,0
CMP_002739,Manufacturing_General,AA,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,15.03,10.0,0
CMP_002740,Steel_Primary,BBB,39.05,29.31,19.18,9.78,97.32,0.0,APPROVE,44.78,10.0,0
CMP_002741,Textiles_Cotton,A,39.05,29.34,19.1,9.48,96.97,0.0,APPROVE,56.08,10.0,0
CMP_002742,Textiles_Cotton,BB,39.04,29.19,19.24,9.86,97.33,0.0,APPROVE,24.7,10.0,0
CMP_002743,Manufacturing_General,BBB,39.05,29.34,19.21,9.84,97.44,0.0,APPROVE,71.25,10.0,0
CMP_002744,NBFC,BBB,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,55.46,10.0,0
CMP_002745,Infrastructure_Roads,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,39.56,10.0,0
CMP_002746,Pharma,A,39.05,29.35,19.19,9.85,97.44,0.0,APPROVE,18.56,10.0,0
CMP_002747,Manufacturing_General,BB,39.04,29.31,19.22,9.82,97.39,0.0,APPROVE,25.99,10.0,0
CMP_002748,Hospitals_Healthcare,BBB,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,7.0,10.0,0
CMP_002749,NBFC,BB,39.03,29.35,19.24,9.86,97.48,0.0,APPROVE,46.15,10.0,0
CMP_002750,Steel_Primary,A,39.05,29.35,19.24,9.81,97.45,0.0,APPROVE,39.03,10.0,0
CMP_002751,Real_Estate_Residential,BB,39.05,29.28,19.11,9.85,97.29,0.0,APPROVE,44.44,10.0,0
CMP_002752,Textiles_Cotton,A,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,57.21,10.0,0
CMP_002753,Steel_Secondary,BBB,39.05,29.35,19.24,9.85,97.49,0.0,APPROVE,52.04,10.0,0
CMP_002754,Chemical,A,39.05,29.34,19.25,9.86,97.5,0.0,APPROVE,34.99,10.0,0
CMP_002755,Steel_Secondary,BB,38.99,29.3,19.25,9.78,97.32,0.0,APPROVE,39.74,10.0,0
CMP_002756,IT_Services,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,12.42,10.0,0
CMP_002757,FMCG_Distribution,C,34.2,26.04,18.31,6.25,84.8,0.0011,APPROVE,23.96,10.0,0
CMP_002758,Real_Estate_Residential,C,33.3,26.08,18.63,8.15,86.16,0.0005,APPROVE,39.8,10.0,0
CMP_002759,Manufacturing_General,A,39.05,29.35,19.16,9.86,97.42,0.0,APPROVE,21.22,10.0,0
CMP_002760,Manufacturing_General,BB,39.05,28.69,19.25,9.37,96.36,0.0,APPROVE,76.05,10.0,0
CMP_002761,Manufacturing_General,AA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,22.57,10.0,0
CMP_002762,NBFC,BBB,39.05,29.35,19.24,9.79,97.43,0.0,APPROVE,45.44,10.0,0
CMP_002763,IT_Services,BB,39.04,29.35,19.24,9.84,97.47,0.0,APPROVE,41.95,10.0,0
CMP_002764,Manufacturing_General,BB,39.04,27.85,17.49,9.86,94.24,0.0,APPROVE,69.43,10.0,0
CMP_002765,Chemical,BB,39.04,29.28,18.93,9.86,97.11,0.0,APPROVE,78.57,10.0,0
CMP_002766,Pharma,A,39.05,29.34,19.2,9.85,97.44,0.0,APPROVE,66.59,10.0,0
CMP_002767,Textiles_Cotton,BBB,39.04,29.35,19.23,9.85,97.47,0.0,APPROVE,7.09,10.0,0
CMP_002768,IT_Services,AA,39.05,29.35,19.25,9.85,97.5,0.0,APPROVE,99.35,10.0,0
CMP_002769,Real_Estate_Residential,BB,39.01,29.23,19.16,9.85,97.25,0.0,APPROVE,129.7,10.0,0
CMP_002770,Manufacturing_General,BBB,39.05,29.35,18.97,9.86,97.23,0.0,APPROVE,25.99,10.0,0
CMP_002771,Textiles_Cotton,BB,39.04,29.21,18.78,9.65,96.68,0.0,APPROVE,46.19,10.0,0
CMP_002772,Hospitals_Healthcare,A,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,18.74,10.0,0
CMP_002773,IT_Services,BBB,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,8.04,10.0,0
CMP_002774,Pharma,BBB,39.05,29.35,19.22,9.86,97.48,0.0,APPROVE,21.17,10.0,0
CMP_002775,Cement,AAA,39.05,29.35,19.25,9.86,97.51,0.0,APPROVE,24.81,10.0,0
CMP_002776,Manufacturing_General,BBB,39.05,29.34,19.25,9.85,97.49,0.0,APPROVE,28.77,10.0,0
CMP_002777,Manufacturing_General,B,39.03,29.35,19.18,9.85,97.41,0.0,APPROVE,17.74,10.0,0
CMP_002778,IT_Services,C,15.68,10.52,13.09,5.34,44.63,1.0,REJECT,0.0,,1
