MSME_Tier,Industry_Sector,Sector_Beta,DSCR,Current_Ratio,EBITDA_Margin,GST_Delay_Days,GST_Mismatch_Pct,Fraud_Keyword_Count,Default_Flag
Micro,Auto_Ancillary,1.5,1.28,1.18,0.1264,6,0.0688,0,0
Micro,IT_Services,0.8,1.19,1.13,0.0296,9,0.068,0,0
Micro,IT_Services,0.8,1.68,1.43,0.0871,3,0.0374,0,0
Micro,Retail_Trading,1.0,1.4,1.25,0.1117,7,0.0491,0,0
Micro,Logistics,1.3,1.13,1.09,0.0879,1,0.0416,0,0
Micro,Logistics,1.3,1.46,1.29,0.118,1,0.0397,0,0
Micro,Manufacturing,1.1,1.12,1.09,0.0199,10,0.0636,0,0
Micro,IT_Services,0.8,1.18,1.12,0.1422,4,0.0786,0,0
Micro,Manufacturing,1.1,0.8,0.93,0.0942,9,0.0625,0,0
Micro,Retail_Trading,1.0,1.22,1.14,0.1574,4,0.0548,0,0
Micro,Logistics,1.3,1.6,1.38,0.1289,8,0.0402,0,0
Micro,Auto_Ancillary,1.5,1.41,1.26,0.128,1,0.0017,0,0
Micro,Logistics,1.3,2.13,1.8,0.1111,3,0.0566,0,0
Micro,IT_Services,0.8,2.45,2.11,0.1176,0,0.0201,0,0
Micro,Logistics,1.3,1.21,1.14,0.1174,2,0.0551,0,0
Micro,Retail_Trading,1.0,1.07,1.06,0.1067,1,0.0569,0,0
Micro,Auto_Ancillary,1.5,1.85,1.57,0.0779,4,0.0607,0,0
Micro,Logistics,1.3,1.53,1.34,0.1598,1,0.0461,0,0
Micro,Manufacturing,1.1,1.85,1.57,0.14,1,0.05,0,0
Micro,Manufacturing,1.1,1.56,1.35,0.1078,15,0.4787,1,1
Micro,Auto_Ancillary,1.5,1.32,1.2,0.085,1,0.0357,0,0
Micro,Manufacturing,1.1,1.32,1.2,0.1447,3,0.0443,0,0
Micro,IT_Services,0.8,1.57,1.36,0.1014,4,0.0284,0,0
Micro,IT_Services,0.8,1.32,1.2,0.1253,3,0.0627,0,0
Micro,IT_Services,0.8,1.89,1.6,0.1333,6,0.0675,0,0
Micro,Retail_Trading,1.0,0.88,0.96,0.0797,5,0.0586,0,0
Micro,Retail_Trading,1.0,1.89,1.59,0.0918,3,0.0686,0,0
Micro,Retail_Trading,1.0,0.65,0.86,0.1377,3,0.0511,0,0
Micro,IT_Services,0.8,1.46,1.29,0.0855,7,0.0468,0,0
Micro,Auto_Ancillary,1.5,1.27,1.17,0.0831,2,0.0752,0,0
Small,Retail_Trading,1.0,0.79,0.92,0.1448,10,0.0519,0,0
Micro,Logistics,1.3,0.58,0.83,0.0833,11,0.0531,0,0
Micro,Retail_Trading,1.0,0.96,1.0,0.1142,9,0.0493,0,0
Micro,IT_Services,0.8,1.42,1.26,0.1762,1,0.0508,0,0
Micro,Auto_Ancillary,1.5,1.16,1.11,0.165,1,0.0589,0,0
Micro,Manufacturing,1.1,0.98,1.02,0.0832,3,0.3373,3,1
Small,Logistics,1.3,1.94,1.64,0.1839,1,0.0618,0,0
Medium,Retail_Trading,1.0,0.91,0.98,0.0415,5,0.0232,0,0
Micro,Auto_Ancillary,1.5,1.67,1.43,0.0664,3,0.046,0,0
Small,Auto_Ancillary,1.5,1.04,1.05,0.1074,7,0.0643,0,0
Micro,IT_Services,0.8,0.95,1.0,0.0989,1,0.049,0,0
Medium,IT_Services,0.8,1.16,1.11,0.1341,3,0.0275,0,0
Micro,Manufacturing,1.1,1.65,1.41,0.1498,1,0.0,0,0
Micro,Auto_Ancillary,1.5,0.85,0.95,0.1234,10,0.0191,0,0
Micro,IT_Services,0.8,1.51,1.32,0.1833,8,0.2748,1,0
Micro,Manufacturing,1.1,1.02,1.03,0.1766,3,0.0658,0,0
Micro,Retail_Trading,1.0,1.09,1.07,0.1397,12,0.0615,0,0
Micro,Auto_Ancillary,1.5,1.56,1.35,0.1256,3,0.0348,0,0
Micro,Manufacturing,1.1,2.27,1.93,0.1472,0,0.0179,0,0
Micro,Manufacturing,1.1,1.04,1.04,0.1049,5,0.0461,0,0
Micro,Retail_Trading,1.0,1.69,1.44,0.1105,2,0.0464,0,0
Micro,Logistics,1.3,1.27,1.17,0.1489,6,0.0635,0,0
Micro,Auto_Ancillary,1.5,1.21,1.14,0.1506,0,0.0415,0,0
Micro,Auto_Ancillary,1.5,1.83,1.55,0.1139,2,0.0476,0,0
Micro,Logistics,1.3,1.06,1.06,0.1004,12,0.0571,0,0
Micro,IT_Services,0.8,0.94,0.99,0.0367,11,0.0639,0,0
Small,Auto_Ancillary,1.5,1.58,1.37,0.124,2,0.0677,0,0
Micro,IT_Services,0.8,2.04,1.72,0.1469,1,0.0171,0,0
Small,Retail_Trading,1.0,1.7,1.45,0.0914,1,0.0751,1,0
Micro,IT_Services,0.8,0.84,0.94,0.0781,7,0.0368,0,0
Micro,Retail_Trading,1.0,1.15,1.11,0.0679,8,0.0356,0,0
Small,Manufacturing,1.1,1.79,1.52,0.078,1,0.0548,0,0
Micro,Manufacturing,1.1,2.03,1.71,0.1996,0,0.0285,0,0
Micro,Retail_Trading,1.0,1.49,1.31,0.066,1,0.0467,0,0
Small,IT_Services,0.8,1.17,1.11,0.1149,6,0.0693,0,0
Micro,Auto_Ancillary,1.5,2.06,1.74,0.1821,1,0.0352,0,0
Micro,Auto_Ancillary,1.5,1.37,1.23,0.1709,4,0.0611,0,0
Micro,Retail_Trading,1.0,1.16,1.11,0.0714,3,0.0432,0,0
Small,Logistics,1.3,1.09,1.07,0.1545,1,0.2441,0,0
Micro,IT_Services,0.8,0.92,0.98,0.1068,9,0.0556,0,0
Micro,Manufacturing,1.1,2.53,2.2,0.1863,0,0.0455,0,0
Small,IT_Services,0.8,1.97,1.66,0.2072,0,0.0158,0,0
Micro,Retail_Trading,1.0,1.14,1.1,0.1319,3,0.0857,0,0
Micro,Auto_Ancillary,1.5,2.09,1.77,0.1137,0,0.0347,0,0
Micro,IT_Services,0.8,1.61,1.39,0.0532,6,0.045,0,0
Micro,IT_Services,0.8,1.59,1.37,0.151,2,0.0303,0,0
Micro,IT_Services,0.8,1.11,1.08,0.1234,5,0.0714,0,0
Micro,Logistics,1.3,1.19,1.13,0.0826,7,0.0452,0,0
Micro,Retail_Trading,1.0,1.38,1.24,0.126,2,0.014,0,0
Micro,Retail_Trading,1.0,0.61,0.84,0.0389,22,0.0858,1,1
Micro,Auto_Ancillary,1.5,1.21,1.13,0.1254,1,0.0406,0,0
Micro,Logistics,1.3,1.4,1.25,0.0709,3,0.044,0,0
Micro,Auto_Ancillary,1.5,1.92,1.62,0.1853,4,0.07,0,0
Micro,Logistics,1.3,1.15,1.1,0.1872,3,0.0384,0,0
Micro,Retail_Trading,1.0,1.72,1.47,0.1436,1,0.0553,0,0
Micro,IT_Services,0.8,0.58,0.83,0.1012,8,0.051,0,0
Micro,Auto_Ancillary,1.5,1.87,1.58,0.1602,3,0.0515,0,0
Small,Manufacturing,1.1,1.04,1.04,0.1157,3,0.0672,0,0
Micro,Logistics,1.3,1.45,1.28,0.0819,2,0.0549,0,0
Micro,Auto_Ancillary,1.5,1.56,1.36,0.1783,3,0.0597,0,0
Small,Retail_Trading,1.0,1.48,1.3,0.1399,2,0.0484,0,0
Micro,IT_Services,0.8,1.36,1.22,0.1388,1,0.0548,0,0
Micro,Manufacturing,1.1,0.9,0.98,0.1371,5,0.0598,0,0
Micro,Retail_Trading,1.0,1.04,1.05,0.1411,2,0.0538,0,0
Micro,IT_Services,0.8,1.8,1.53,0.1812,1,0.0312,0,0
Micro,Auto_Ancillary,1.5,1.16,1.11,0.1271,3,0.0442,0,0
Micro,Auto_Ancillary,1.5,1.36,1.22,0.0868,3,0.056,0,0
Micro,Retail_Trading,1.0,0.8,0.93,0.1114,4,0.0618,0,0
Micro,Manufacturing,1.1,1.74,1.48,0.1328,3,0.0717,0,0
Medium,Retail_Trading,1.0,0.87,0.96,0.0668,8,0.0701,0,0
Micro,Retail_Trading,1.0,1.77,1.5,0.1879,1,0.0539,0,0
Micro,Retail_Trading,1.0,0.97,1.01,0.0975,3,0.0682,0,0
Micro,Retail_Trading,1.0,1.81,1.53,0.1446,1,0.0736,0,0
Micro,Logistics,1.3,1.4,1.25,0.0935,2,0.0519,0,0
Micro,IT_Services,0.8,1.18,1.12,0.1091,3,0.0412,0,0
Small,IT_Services,0.8,2.04,1.72,0.1797,1,0.032,0,0
Micro,IT_Services,0.8,1.37,1.23,0.1939,1,0.0376,0,0
Micro,Manufacturing,1.1,1.26,1.16,0.0607,4,0.0516,0,0
Micro,Auto_Ancillary,1.5,1.76,1.5,0.1354,1,0.0728,0,0
Micro,IT_Services,0.8,0.81,0.93,-0.0185,16,0.0468,0,0
Micro,Auto_Ancillary,1.5,0.39,0.75,0.0638,19,0.0564,0,0
Micro,Auto_Ancillary,1.5,1.86,1.58,0.1428,2,0.0386,0,0
Micro,Manufacturing,1.1,1.07,1.06,0.1126,9,0.0724,0,0
Micro,Retail_Trading,1.0,1.75,1.49,0.1939,2,0.0248,0,0
Micro,Auto_Ancillary,1.5,1.42,1.26,0.1124,3,0.0404,0,0
Micro,Retail_Trading,1.0,0.93,0.99,0.1586,12,0.0708,0,0
Micro,Logistics,1.3,1.64,1.41,0.1388,1,0.0425,0,0
Micro,IT_Services,0.8,1.24,1.15,0.0947,6,0.0449,0,0
Micro,IT_Services,0.8,0.97,1.01,0.1098,3,0.057,0,0
Micro,Retail_Trading,1.0,0.98,1.01,0.1079,2,0.0513,0,0
Micro,Logistics,1.3,0.71,0.88,0.0996,14,0.0645,0,0
Micro,Retail_Trading,1.0,1.56,1.35,0.1009,2,0.0468,0,0
Micro,Retail_Trading,1.0,1.03,1.04,0.079,14,0.0681,0,0
Micro,Auto_Ancillary,1.5,1.39,1.24,0.1611,6,0.0073,0,0
Micro,IT_Services,0.8,1.33,1.21,0.1558,3,0.0341,0,0
Micro,Retail_Trading,1.0,1.02,1.04,0.0746,6,0.0422,0,0
Micro,Retail_Trading,1.0,0.79,0.92,0.0907,24,0.3864,0,1
Micro,IT_Services,0.8,2.41,2.07,0.1746,0,0.0463,0,0
Micro,Manufacturing,1.1,1.38,1.24,0.1491,0,0.0663,0,0
Micro,IT_Services,0.8,2.13,1.8,0.1561,2,0.0499,0,0
Micro,Logistics,1.3,1.87,1.58,0.1809,2,0.032,0,0
Micro,Auto_Ancillary,1.5,1.27,1.17,0.112,5,0.051,0,0
Small,Auto_Ancillary,1.5,1.47,1.3,0.1796,2,0.066,0,0
Micro,Auto_Ancillary,1.5,1.46,1.29,0.216,1,0.0044,0,0
Micro,Manufacturing,1.1,2.14,1.81,0.1522,1,0.025,0,0
Micro,Manufacturing,1.1,1.73,1.48,0.147,1,0.0328,0,0
Micro,Retail_Trading,1.0,1.08,1.06,0.0726,11,0.475,0,1
Micro,Logistics,1.3,1.54,1.34,0.1193,7,0.0824,0,0
Micro,Logistics,1.3,1.72,1.47,0.1394,0,0.0557,0,0
Micro,Logistics,1.3,0.93,0.99,0.1268,7,0.0773,0,0
Micro,Logistics,1.3,1.6,1.38,0.1204,0,0.0249,0,0
Micro,Retail_Trading,1.0,1.94,1.64,0.1689,3,0.0596,0,0
Micro,Manufacturing,1.1,1.06,1.05,0.0925,4,0.0724,0,0
Micro,Manufacturing,1.1,1.11,1.08,0.1455,4,0.0534,0,0
Micro,Manufacturing,1.1,1.86,1.58,0.1538,3,0.0612,0,0
Micro,Auto_Ancillary,1.5,1.26,1.16,0.1279,2,0.0586,0,0
Micro,Auto_Ancillary,1.5,1.01,1.03,0.0874,6,0.0193,0,0
Micro,Auto_Ancillary,1.5,1.75,1.49,0.131,0,0.0362,0,0
Micro,Auto_Ancillary,1.5,1.63,1.4,0.1155,2,0.0525,0,0
Micro,Logistics,1.3,1.44,1.27,0.1534,3,0.0484,0,0
Micro,IT_Services,0.8,1.85,1.57,0.0883,0,0.0449,0,0
Micro,Logistics,1.3,1.88,1.59,0.1132,3,0.0528,0,0
Micro,IT_Services,0.8,1.37,1.23,0.1629,1,0.0461,0,0
Micro,Logistics,1.3,2.19,1.86,0.1585,0,0.0374,0,0
Micro,Retail_Trading,1.0,2.03,1.72,0.1902,0,0.0521,0,0
Micro,Manufacturing,1.1,0.61,0.84,0.1187,3,0.0654,0,0
Medium,Retail_Trading,1.0,0.99,1.02,0.1377,6,0.0545,0,0
Micro,Logistics,1.3,0.5,0.8,0.0993,10,0.0507,0,0
Micro,Retail_Trading,1.0,1.27,1.17,0.0907,1,0.0557,0,0
Micro,IT_Services,0.8,0.92,0.98,0.1034,14,0.0657,0,0
Micro,Retail_Trading,1.0,1.07,1.06,0.0612,24,0.0425,0,0
Micro,Logistics,1.3,1.84,1.55,0.1314,1,0.0587,0,0
Micro,Logistics,1.3,0.7,0.88,0.0719,5,0.0716,0,0
Micro,Logistics,1.3,1.45,1.28,0.0538,2,0.0413,0,0
Micro,Manufacturing,1.1,1.45,1.28,0.1376,2,0.0611,0,0
Micro,Retail_Trading,1.0,1.37,1.23,0.1307,4,0.0449,0,0
Micro,Auto_Ancillary,1.5,1.45,1.28,0.1684,1,0.0307,0,0
Small,IT_Services,0.8,0.51,0.8,0.0394,16,0.0751,0,0
Micro,Retail_Trading,1.0,1.08,1.06,0.1467,4,0.0299,0,0
Micro,Auto_Ancillary,1.5,2.02,1.7,0.0597,2,0.0274,0,0
Micro,Retail_Trading,1.0,0.92,0.98,0.0955,5,0.046,0,0
Medium,Retail_Trading,1.0,2.07,1.74,0.2191,0,0.0382,0,0
Micro,Manufacturing,1.1,0.84,0.94,0.0964,9,0.052,0,0
Micro,IT_Services,0.8,0.79,0.92,0.0686,14,0.0765,0,0
Micro,Manufacturing,1.1,1.02,1.03,0.1017,13,0.3293,4,1
Micro,Auto_Ancillary,1.5,1.85,1.57,0.1692,1,0.0503,0,0
Micro,Manufacturing,1.1,1.18,1.12,0.1009,1,0.048,0,0
Micro,Auto_Ancillary,1.5,1.54,1.34,0.1399,2,0.034,0,0
Micro,Auto_Ancillary,1.5,1.43,1.27,0.1351,2,0.0579,0,0
Micro,Auto_Ancillary,1.5,1.38,1.24,0.1393,5,0.0486,0,0
Micro,Auto_Ancillary,1.5,1.91,1.61,0.1784,0,0.0348,0,0
Micro,IT_Services,0.8,1.71,1.46,0.2049,0,0.0216,0,0
Micro,Retail_Trading,1.0,0.94,0.99,0.1049,3,0.0751,1,0
Micro,IT_Services,0.8,1.29,1.18,0.1274,2,0.0432,0,0
Micro,IT_Services,0.8,2.1,1.77,0.1044,1,0.039,0,0
Micro,Logistics,1.3,1.53,1.33,0.1598,1,0.0174,0,0
Micro,Logistics,1.3,0.8,0.92,0.1458,10,0.0706,0,0
Micro,Auto_Ancillary,1.5,0.83,0.94,0.1222,15,0.0603,0,0
Micro,Manufacturing,1.1,1.76,1.49,0.0834,0,0.0383,0,0
Small,Logistics,1.3,1.68,1.44,0.1164,2,0.0567,0,0
Micro,Manufacturing,1.1,1.03,1.04,0.1071,18,0.0579,0,0
Micro,Logistics,1.3,1.7,1.45,0.1006,2,0.0664,0,0
Small,IT_Services,0.8,2.04,1.72,0.2242,0,0.0349,0,0
Micro,Auto_Ancillary,1.5,1.98,1.67,0.1583,0,0.0381,0,0
Micro,Retail_Trading,1.0,2.04,1.72,0.1798,2,0.0578,0,0
Medium,IT_Services,0.8,1.62,1.4,0.1636,1,0.0497,0,0
Micro,Manufacturing,1.1,1.33,1.21,0.1213,7,0.0583,0,0
Micro,Manufacturing,1.1,1.24,1.15,0.0695,4,0.0722,0,0
Micro,Auto_Ancillary,1.5,1.39,1.25,0.1486,1,0.0574,0,0
Small,IT_Services,0.8,1.05,1.05,0.1797,8,0.0748,0,0
Micro,IT_Services,0.8,1.26,1.16,0.1004,16,0.0792,0,0
Micro,Manufacturing,1.1,1.91,1.61,0.1196,2,0.0165,0,0
Medium,Manufacturing,1.1,0.76,0.91,0.125,11,0.0672,0,0
Micro,Manufacturing,1.1,0.78,0.92,0.1292,15,0.0615,0,0
Micro,Retail_Trading,1.0,1.73,1.48,0.1753,1,0.0166,0,0
Micro,Logistics,1.3,1.26,1.17,0.1092,4,0.044,0,0
Micro,Auto_Ancillary,1.5,0.63,0.85,0.0839,3,0.0492,0,0
Small,Manufacturing,1.1,1.38,1.23,0.0227,7,0.075,0,0
Micro,Logistics,1.3,1.32,1.2,0.1186,1,0.0565,0,0
Micro,Manufacturing,1.1,1.23,1.15,0.0924,9,0.0486,0,0
Micro,IT_Services,0.8,1.67,1.43,0.0501,1,0.0359,0,0
Micro,Auto_Ancillary,1.5,0.87,0.96,0.1681,6,0.0507,0,0
Micro,Auto_Ancillary,1.5,1.41,1.25,0.1291,2,0.0462,0,0
Micro,IT_Services,0.8,1.32,1.2,0.0512,12,0.0781,0,0
Micro,Retail_Trading,1.0,1.42,1.26,0.1344,10,0.0734,0,0
Micro,Logistics,1.3,0.71,0.88,0.1605,9,0.0613,0,0
Micro,Retail_Trading,1.0,1.19,1.13,0.1558,2,0.0396,0,0
Micro,Auto_Ancillary,1.5,1.41,1.25,0.1558,6,0.0706,0,0
Micro,Manufacturing,1.1,1.62,1.39,0.0835,7,0.0596,0,0
Small,Manufacturing,1.1,2.14,1.81,0.1296,0,0.0272,0,0
Micro,IT_Services,0.8,1.72,1.47,0.1011,3,0.0511,0,0
Micro,Auto_Ancillary,1.5,1.58,1.37,0.128,3,0.0773,0,0
Small,Logistics,1.3,1.91,1.61,0.1688,1,0.0496,0,0
Micro,IT_Services,0.8,1.28,1.18,0.1312,2,0.0454,0,0
Micro,Retail_Trading,1.0,2.02,1.71,0.1116,0,0.0374,0,0
Micro,Manufacturing,1.1,1.85,1.56,0.1312,2,0.0413,0,0
Micro,Logistics,1.3,1.22,1.14,0.1511,1,0.0317,0,0
Micro,Auto_Ancillary,1.5,2.17,1.84,0.1695,1,0.0477,0,0
Micro,Manufacturing,1.1,1.58,1.37,0.1418,2,0.0631,0,0
Small,Auto_Ancillary,1.5,2.28,1.94,0.1229,0,0.0252,0,0
Small,Retail_Trading,1.0,1.52,1.33,0.1307,1,0.0415,0,0
Micro,Logistics,1.3,1.18,1.12,0.0694,12,0.075,0,0
Micro,Manufacturing,1.1,1.09,1.07,0.0774,2,0.0185,0,0
Small,Logistics,1.3,1.26,1.16,0.0601,2,0.0503,0,0
Small,Auto_Ancillary,1.5,1.17,1.12,0.1742,3,0.0517,0,0
Micro,Retail_Trading,1.0,1.91,1.61,0.2052,2,0.024,0,0
Small,Retail_Trading,1.0,1.39,1.24,0.0827,3,0.0722,0,0
Small,Manufacturing,1.1,0.75,0.91,0.0657,3,0.072,0,0
Micro,Auto_Ancillary,1.5,1.49,1.3,0.1118,6,0.051,0,0
Micro,Manufacturing,1.1,1.45,1.28,0.1667,12,0.0643,0,0
Micro,Manufacturing,1.1,1.21,1.14,0.1348,3,0.0393,0,0
Micro,IT_Services,0.8,1.51,1.32,0.1749,4,0.0702,0,0
Micro,Logistics,1.3,1.38,1.24,0.1811,1,0.0534,0,0
Small,IT_Services,0.8,1.65,1.42,0.1479,5,0.0764,0,0
Micro,Manufacturing,1.1,1.63,1.4,0.1401,5,0.0784,0,0
Micro,Manufacturing,1.1,1.55,1.34,0.1758,3,0.0541,0,0
Micro,Auto_Ancillary,1.5,0.88,0.96,0.1388,9,0.052,0,0
Micro,Retail_Trading,1.0,2.25,1.91,0.1933,1,0.0727,0,0
Micro,Auto_Ancillary,1.5,0.78,0.92,0.1125,7,0.0449,0,0
Small,Auto_Ancillary,1.5,1.35,1.22,0.1561,0,0.0527,0,0
Micro,Auto_Ancillary,1.5,0.96,1.0,0.0915,5,0.0555,0,0
Micro,Logistics,1.3,1.56,1.35,0.1055,1,0.0303,0,0
Micro,Logistics,1.3,1.46,1.29,0.1098,2,0.0542,0,0
Micro,Logistics,1.3,1.33,1.21,0.2006,3,0.0723,0,0
Micro,IT_Services,0.8,2.01,1.69,0.106,2,0.0348,0,0
Micro,Manufacturing,1.1,1.84,1.56,0.1723,0,0.0448,0,0
Micro,IT_Services,0.8,1.27,1.17,0.1874,4,0.068,0,0
Micro,Auto_Ancillary,1.5,1.72,1.47,0.1474,1,0.0529,0,0
Micro,Manufacturing,1.1,2.03,1.71,0.1334,2,0.0613,0,0
Small,Retail_Trading,1.0,1.84,1.56,0.158,1,0.0329,0,0
Micro,IT_Services,0.8,1.35,1.22,0.0997,5,0.0603,0,0
Micro,Manufacturing,1.1,0.76,0.91,0.0612,6,0.0392,0,0
Micro,IT_Services,0.8,1.53,1.33,0.1745,3,0.0738,0,0
Micro,Logistics,1.3,1.67,1.43,0.1777,3,0.0463,0,0
Small,Logistics,1.3,1.09,1.07,0.096,6,0.4586,0,1
Micro,Retail_Trading,1.0,1.41,1.26,0.1025,4,0.071,0,0
Micro,IT_Services,0.8,1.37,1.23,0.1266,4,0.0659,0,0
Micro,IT_Services,0.8,1.96,1.65,0.1387,1,0.0427,0,0
Micro,IT_Services,0.8,2.14,1.81,0.1197,0,0.0447,0,0
Micro,Auto_Ancillary,1.5,1.87,1.58,0.0829,0,0.0641,0,0
Micro,Manufacturing,1.1,1.37,1.23,0.0652,2,0.0435,0,0
Micro,Auto_Ancillary,1.5,1.86,1.57,0.0943,6,0.0606,0,0
Micro,Manufacturing,1.1,1.66,1.42,0.0923,6,0.04,0,0
Micro,Auto_Ancillary,1.5,1.37,1.23,0.1266,6,0.073,0,0
Micro,Retail_Trading,1.0,2.24,1.9,0.124,0,0.027,0,0
Micro,Auto_Ancillary,1.5,1.1,1.08,0.0797,8,0.0793,0,0
Micro,Manufacturing,1.1,1.64,1.41,0.0837,5,0.0385,0,0
Small,Logistics,1.3,1.74,1.48,0.0882,3,0.0367,0,0
Micro,Logistics,1.3,1.29,1.18,0.0691,6,0.0803,0,0
Micro,IT_Services,0.8,1.62,1.4,0.126,3,0.0673,0,0
Micro,Manufacturing,1.1,1.78,1.51,0.1733,2,0.0545,0,0
Micro,Manufacturing,1.1,1.5,1.31,0.179,2,0.0285,0,0
Small,Manufacturing,1.1,1.59,1.37,0.1295,1,0.0498,0,0
Small,Retail_Trading,1.0,1.44,1.28,0.1606,2,0.0576,0,0
Micro,IT_Services,0.8,1.72,1.47,0.1041,0,0.0506,0,0
Micro,Logistics,1.3,1.31,1.19,0.1372,2,0.0276,0,0
Micro,Retail_Trading,1.0,1.28,1.17,0.0831,7,0.0522,0,0
Micro,Retail_Trading,1.0,1.41,1.26,0.1363,1,0.0234,0,0
Medium,IT_Services,0.8,1.87,1.58,0.1089,0,0.0138,0,0
Medium,Retail_Trading,1.0,0.7,0.88,0.0649,3,0.0584,0,0
Micro,IT_Services,0.8,1.04,1.04,0.1035,18,0.0822,0,0
Micro,IT_Services,0.8,2.31,1.97,0.2158,1,0.0497,0,0
Micro,Logistics,1.3,1.51,1.32,0.1557,1,0.0385,0,0
Micro,Logistics,1.3,1.24,1.15,0.0867,18,0.2154,1,1
Micro,Logistics,1.3,1.72,1.47,0.0941,6,0.0541,0,0
Micro,Retail_Trading,1.0,1.09,1.07,0.0775,10,0.3124,0,1
Micro,Manufacturing,1.1,0.56,0.82,0.11,8,0.0747,0,0
Micro,Retail_Trading,1.0,1.54,1.34,0.1337,4,0.0281,0,0
Micro,Auto_Ancillary,1.5,1.11,1.08,0.1322,7,0.0508,0,0
Micro,Manufacturing,1.1,1.44,1.28,0.1028,1,0.0304,0,0
Small,Retail_Trading,1.0,1.53,1.34,0.1376,3,0.0413,0,0
Micro,Manufacturing,1.1,1.46,1.29,0.1322,2,0.0573,0,0
Medium,Logistics,1.3,0.72,0.89,0.139,6,0.0625,0,0
Micro,Manufacturing,1.1,1.41,1.26,0.1783,4,0.0442,0,0
Micro,Retail_Trading,1.0,1.58,1.37,0.1602,5,0.0261,0,0
Small,IT_Services,0.8,0.84,0.94,0.1439,2,0.0573,0,0
Micro,Retail_Trading,1.0,0.79,0.92,0.095,4,0.0266,0,0
Micro,Manufacturing,1.1,0.97,1.01,0.0773,5,0.0373,0,0
Micro,Auto_Ancillary,1.5,1.7,1.45,0.1308,4,0.0702,0,0
Micro,Retail_Trading,1.0,0.6,0.84,0.0832,6,0.0725,0,0
Micro,Auto_Ancillary,1.5,1.73,1.48,0.126,1,0.0795,0,0
Micro,IT_Services,0.8,1.56,1.35,0.1259,3,0.0442,0,0
Micro,Logistics,1.3,1.3,1.19,0.1096,0,0.0458,0,0
Micro,Logistics,1.3,0.81,0.93,0.0795,8,0.0545,0,0
Micro,IT_Services,0.8,1.08,1.07,0.1025,18,0.0724,3,1
Micro,Logistics,1.3,1.71,1.46,0.1619,2,0.0754,0,0
Small,Logistics,1.3,1.9,1.61,0.1084,0,0.0337,0,0
Small,Auto_Ancillary,1.5,0.99,1.02,0.1528,5,0.079,0,0
Micro,Retail_Trading,1.0,1.86,1.57,0.178,0,0.0132,0,0
Micro,Logistics,1.3,1.67,1.43,0.1341,0,0.0379,0,0
Micro,IT_Services,0.8,1.4,1.25,0.0325,3,0.0686,0,0
Micro,Manufacturing,1.1,1.1,1.08,0.0284,3,0.0489,0,0
Micro,Retail_Trading,1.0,1.17,1.11,0.1148,10,0.0679,0,0
Micro,Logistics,1.3,2.13,1.8,0.174,4,0.0574,0,0
Micro,Manufacturing,1.1,1.47,1.3,0.1878,1,0.0584,0,0
Small,IT_Services,0.8,1.93,1.63,0.1264,1,0.042,0,0
Micro,Auto_Ancillary,1.5,1.5,1.31,0.105,4,0.0783,0,0
Micro,IT_Services,0.8,1.22,1.14,0.0681,3,0.0559,0,0
Micro,Auto_Ancillary,1.5,1.63,1.4,0.1513,1,0.0561,0,0
Micro,Auto_Ancillary,1.5,2.26,1.92,0.1548,0,0.031,0,0
Micro,Retail_Trading,1.0,1.14,1.1,0.0922,2,0.0445,0,0
Micro,Logistics,1.3,1.77,1.5,0.1355,0,0.0701,0,0
Micro,Manufacturing,1.1,1.48,1.3,0.1196,3,0.0137,0,0
Medium,Manufacturing,1.1,0.82,0.94,0.1323,8,0.0591,0,0
Micro,Retail_Trading,1.0,0.81,0.93,0.0808,4,0.032,0,0
Micro,Manufacturing,1.1,1.22,1.14,0.1127,5,0.0705,0,0
Small,Auto_Ancillary,1.5,1.54,1.34,0.1567,1,0.057,0,0
Micro,Logistics,1.3,1.75,1.49,0.1244,1,0.0333,0,0
Micro,Logistics,1.3,0.77,0.91,0.0677,2,0.0465,0,0
Micro,Auto_Ancillary,1.5,1.66,1.42,0.0835,4,0.0607,0,0
Micro,Logistics,1.3,1.35,1.22,0.0799,3,0.0783,0,0
Micro,IT_Services,0.8,1.4,1.25,0.0965,3,0.0303,0,0
Micro,Manufacturing,1.1,1.64,1.41,0.1647,3,0.0315,0,0
Micro,Retail_Trading,1.0,2.1,1.77,0.1209,3,0.0569,0,0
Micro,Retail_Trading,1.0,1.52,1.33,0.117,1,0.056,0,0
Micro,Auto_Ancillary,1.5,0.86,0.95,0.0606,8,0.0747,0,0
Micro,Auto_Ancillary,1.5,1.33,1.2,0.119,10,0.071,0,0
Micro,Retail_Trading,1.0,1.74,1.48,0.1442,2,0.0608,0,0
Micro,Manufacturing,1.1,1.75,1.49,0.1472,1,0.0222,0,0
Micro,Retail_Trading,1.0,1.67,1.43,0.195,6,0.0783,0,0
Micro,Retail_Trading,1.0,1.2,1.13,0.1113,1,0.0452,0,0
Small,Retail_Trading,1.0,0.85,0.95,0.1089,7,0.0628,0,0
Micro,IT_Services,0.8,1.64,1.41,0.1087,1,0.0555,0,0
Micro,Auto_Ancillary,1.5,0.91,0.98,0.1802,6,0.0609,0,0
Micro,IT_Services,0.8,1.68,1.44,0.1622,2,0.0487,0,0
Micro,Manufacturing,1.1,1.68,1.44,0.1635,0,0.0223,0,0
Micro,Logistics,1.3,1.21,1.14,0.1524,7,0.0342,0,0
